,DS1_R_1,DS1_R_2,DS1_R_3,DS1_R_4,DS1_R_5,DS1_R_6,DS2_R_1,DS2_R_2,DS2_R_3,DS2_R_4,DS2_R_5,DS2_R_6,DS3_R_1,DS3_R_2,DS3_R_3,DS3_R_4,DS3_R_5,DS3_R_6
OTU_1855,0.003247702,0,0,0.014159181,0.00152952,0,0.006986533,0.029122149,0,0.010126582,0.02809471,0.03795129,0,0.013057174,0.001623877,0.003385871,0,0.008513247
OTU_954,0,0,0,0,0.119302539,0,0,0,0,0,0,0.023100785,0,0.003264294,0,0,0,0.001702649
OTU_1134,0.008119256,0,0.003754952,0.003146485,0.006118079,0.004813941,0,0,0,0,0.001560817,0,0,0.001632147,0.001623877,0,0.001722861,0.115780154
OTU_1179,0,0,0,0,0,0,0.001746633,0,0,0.001687764,0.003121634,0.003300112,0.003236927,0.00489644,0,0,0,0.001702649
OTU_1391,0,0,0,0,0,0,0,0.003640269,0.016267834,0.047257384,0.004682452,0.001650056,0,0,0,0,0,0
OTU_969,0.027605469,0.003393109,0.007509904,0.05506348,0.048944631,0.006418588,0,0,0,0,0,0,0,0,0,0,0,0
OTU_998,0,0,0,0,0.00152952,0,0,0,0,0,0,0,0.017803098,0.026114348,0.009743265,0.005078806,0.068914426,0.028945038
OTU_1130,0,0,0,0,0,0,0,0,0,0,0,0,0.148898636,0,0.001623877,0,0,0
OTU_1334,0,0,0,0,0,0,0.0052399,0,0,0.003375527,0.004682452,0.003300112,0,0,0.003247755,0.001692935,0.001722861,0.003405299
OTU_1349,0.009743107,0.018662097,0.005632428,0,0.010706638,0,0.001746633,0.010920806,0.006507133,0,0.003121634,0.001650056,0.019421561,0.008160734,0.00649551,0.005078806,0.034457213,0.005107948
OTU_1536,0,0,0,0,0,0,0,0,0,0,0,0,0.066357001,0.016321468,0.01299102,0.008464677,0.022397188,0.027242389
OTU_1710,0,0,0,0,0,0,0,0,0,0,0,0,0.066357001,0.019585761,0.029229795,0.010157612,0.015505746,0.011918545
OTU_1119,0,0,0,0.006292969,0.039767513,0,0.048905734,0.052783895,0,0,0,0.001650056,0.001618463,0,0,0,0.005168582,0
OTU_1175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003385871,0,0.005107948
OTU_1438,0,0,0,0,0,0,0,0,0,0,0,0,0.035606195,0.008160734,0.016238775,0.011850548,0.065468704,0.017026493
OTU_1066,0.027605469,0.052593183,0.030039615,0.006292969,0.006118079,0.024069706,0,0.001820134,0.00488035,0,0,0,0,0,0,0,0,0
OTU_1153,0.01461466,0,0,0,0.004588559,0,0.024452867,0.007280537,0,0.027004219,0.015608172,0.023100785,0.006473854,0.003264294,0.014614897,0.001692935,0.003445721,0.005107948
OTU_1157,0,0,0,0,0,0,0,0,0,0,0,0,0.00485539,0.011425027,0.001623877,0.016929354,0.046517237,0.073213921
OTU_1507,0,0,0,0,0,0,0.001746633,0.001820134,0,0.001687764,0.001560817,0.001650056,0,0,0,0,0,0.001702649
OTU_963,0.030853171,0.013572434,0.020652235,0.025171877,0.003059039,0.046534765,0.001746633,0.001820134,0.006507133,0,0,0,0,0,0,0,0,0
OTU_1158,0,0,0,0,0,0,0,0,0,0,0,0,0.050172366,0.008160734,0.003247755,0.025394031,0.029288631,0.034052986
OTU_1181,0,0,0,0,0,0,0,0,0,0,0,0,0.059883147,0.011425027,0.009743265,0.016929354,0.037902934,0.013621195
OTU_1254,0.024357767,0.013572434,0.031917091,0,0.032119914,0.046534765,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1454,0.022733916,0.022055206,0.016897283,0.006292969,0,0.001604647,0.022706234,0.016381209,0.00488035,0.010126582,0,0.023100785,0,0.003264294,0,0.003385871,0,0
OTU_1050,0,0,0,0,0,0,0.006986533,0.016381209,0.008133917,0.006751055,0.009364903,0.003300112,0,0.011425027,0.003247755,0,0.010337164,0.005107948
OTU_1072,0,0,0,0,0,0,0,0,0,0,0,0,0.144043245,0,0,0,0,0
OTU_1261,0.001623851,0,0,0,0.003059039,0.129976412,0,0,0,0.005063291,0.003121634,0,0,0,0,0,0,0
OTU_1524,0,0,0,0,0,0,0.038425934,0,0,0.006751055,0.012486538,0.033001122,0.001618463,0.00489644,0.004871632,0.010157612,0.029288631,0.008513247
OTU_1848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1188,0.011366958,0.015268989,0.033794567,0.039331057,0,0.003209294,0.012226434,0.005460403,0.003253567,0,0,0.008250281,0,0,0.001623877,0.010157612,0.005168582,0
OTU_1353,0.004871553,0.001696554,0.001877476,0.001573242,0.022942796,0.001604647,0.006986533,0.018201343,0.0097607,0.042194093,0.009364903,0.006600224,0.012947707,0,0,0,0.001722861,0.003405299
OTU_1496,0,0.018662097,0.022529711,0.003146485,0.018354237,0,0.001746633,0,0,0,0.014047355,0,0.016184634,0.00489644,0.00649551,0.010157612,0.020674328,0.010215896
OTU_1750,0,0,0,0,0,0,0.012226434,0,0.003253567,0.006751055,0.003121634,0.001650056,0,0,0,0,0,0
OTU_935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001692935,0.001722861,0
OTU_1034,0,0,0,0,0,0,0,0.003640269,0,0,0,0,0,0,0,0,0,0
OTU_1077,0,0,0,0,0,0,0,0,0,0,0,0,0.001618463,0.093032365,0.017862652,0.006771742,0,0.023837091
OTU_1092,0.008119256,0.001696554,0.016897283,0.004719727,0.009177118,0.006418588,0,0,0,0.001687764,0,0,0,0,0,0,0,0.001702649
OTU_1116,0.027605469,0.001696554,0,0.004719727,0.027531355,0.075418412,0,0.001820134,0,0,0,0,0,0,0,0,0,0
OTU_1139,0,0,0,0,0,0,0,0,0,0.011814346,0.004682452,0,0.067975464,0.00489644,0.01299102,0.020315225,0.015505746,0.005107948
OTU_1359,0,0,0,0,0,0,0.006986533,0,0,0.016877637,0.007804086,0.006600224,0,0,0,0.008464677,0,0
OTU_1498,0,0,0.018774759,0,0,0,0,0,0.0097607,0.006751055,0,0,0.029132342,0.011425027,0.01299102,0.005078806,0.018951467,0.034052986
OTU_994,0,0.003393109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022850055,0.07794612,0.040630449,0,0
OTU_1047,0,0,0,0,0,0,0.001746633,0,0,0.001687764,0.001560817,0,0,0,0,0,0,0.001702649
OTU_1146,0.019486214,0.022055206,0.00938738,0.006292969,0.05659223,0.020860412,0,0,0,0,0.003121634,0,0,0,0,0,0,0
OTU_1208,0,0,0,0,0,0,0.001746633,0,0,0.003375527,0.001560817,0.001650056,0.006473854,0.00489644,0.01299102,0.005078806,0.003445721,0.006810597
OTU_1470,0,0,0,0,0,0,0,0.001820134,0,0,0.001560817,0.001650056,0,0,0,0,0,0.001702649
OTU_1483,0,0,0,0,0,0,0,0,0,0,0,0,0.035606195,0,0,0.037244578,0.072360147,0
OTU_1052,0,0,0,0,0,0,0.0052399,0.001820134,0.0097607,0.008438819,0.006243269,0.013200449,0,0,0,0,0,0
OTU_1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037349182,0.099883187,0.005168582,0
OTU_1125,0,0,0,0,0,0,0.0052399,0.001820134,0,0,0.001560817,0.004950168,0.001618463,0.001632147,0,0.001692935,0.001722861,0
OTU_1306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1413,0,0,0,0,0,0,0,0,0,0,0,0,0.024276951,0.094664512,0,0.001692935,0.013782885,0.005107948
OTU_1798,0,0,0,0,0,0,0,0,0.006507133,0,0,0,0,0.003264294,0.100680405,0.010157612,0.001722861,0.017026493
OTU_981,0.034100874,0.044110412,0.00938738,0.037757815,0.003059039,0.001604647,0.008733167,0,0,0,0,0.001650056,0,0,0,0,0,0
OTU_1102,0,0,0,0,0,0,0,0,0,0,0,0,0.012947707,0.008160734,0.004871632,0.033858708,0.058577262,0.023837091
OTU_1159,0,0,0,0,0,0,0,0,0,0,0,0,0.046935439,0.003264294,0,0,0.049962958,0.040863584
OTU_1258,0.004871553,0.008482771,0.005632428,0,0.00152952,0.004813941,0,0.007280537,0.02440175,0,0,0.014850505,0.014566171,0.011425027,0.001623877,0.003385871,0.032734352,0.003405299
OTU_1387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1682,0,0,0,0,0,0,0.003493267,0.003640269,0.00488035,0.01350211,0.001560817,0.001650056,0,0.003264294,0,0,0,0
OTU_965,0,0.001696554,0,0,0,0,0.001746633,0.005460403,0.003253567,0.011814346,0.004682452,0.004950168,0,0,0.003247755,0,0,0
OTU_1184,0,0,0,0,0,0,0,0,0,0,0,0,0.090633952,0.00489644,0,0,0.034457213,0.006810597
OTU_1314,0,0,0,0,0,0,0,0,0,0,0,0,0.00485539,0.013057174,0.053587957,0.045709255,0,0.020431792
OTU_1533,0,0,0,0,0,0,0,0,0,0,0,0,0.033987732,0.024482201,0.048716325,0,0.02756577,0.001702649
OTU_1613,0.045467832,0,0,0,0,0.016046471,0.0052399,0.005460403,0,0,0,0,0.003236927,0.019585761,0.008119387,0.001692935,0.005168582,0.027242389
OTU_1681,0,0,0,0,0,0,0.003493267,0,0,0,0,0.001650056,0,0,0.001623877,0.001692935,0,0.001702649
OTU_1099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1297,0.01461466,0,0.024407187,0.012585938,0.030590395,0.008023235,0,0,0.001626783,0.001687764,0,0,0,0,0.003247755,0,0,0.001702649
OTU_1339,0,0,0,0,0,0,0.008733167,0.001820134,0,0,0,0,0.097107806,0.00489644,0.003247755,0.003385871,0.012060024,0.003405299
OTU_1049,0,0,0,0,0,0,0,0,0,0.010126582,0,0,0,0,0,0,0,0
OTU_1215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1389,0,0,0,0,0,0,0.003493267,0,0,0,0.004682452,0.008250281,0,0,0,0,0,0
OTU_1019,0,0,0,0,0,0,0,0.001820134,0.001626783,0,0,0,0,0,0,0,0,0
OTU_1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1220,0,0,0,0,0,0,0,0,0,0,0,0,0.124621684,0.00489644,0,0,0,0
OTU_1338,0,0,0,0,0,0,0.003493267,0.01274094,0.001626783,0.04556962,0.023412259,0.008250281,0,0.019585761,0.016238775,0.001692935,0,0
OTU_1368,0,0,0,0,0,0,0,0,0,0,0,0,0.045316976,0.011425027,0.004871632,0.011850548,0.039625795,0.020431792
OTU_991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01299102,0.121891347,0,0
OTU_1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12077886,0,0.008464677,0,0
OTU_1328,0.009743107,0.015268989,0.013142331,0.007866211,0.00152952,0.080232353,0.001746633,0,0,0,0,0,0,0,0,0,0,0
OTU_1543,0,0,0,0,0,0,0.001746633,0,0,0,0,0,0.009710781,0.006528587,0.011367142,0.035551643,0.032734352,0.032350337
OTU_1594,0,0,0,0,0,0,0,0,0,0,0,0,0.050172366,0.008160734,0,0.003385871,0.060300122,0.010215896
OTU_987,0,0,0,0,0,0,0,0,0,0,0,0,0.022658488,0.00489644,0.008119387,0.010157612,0.048240098,0.039160934
OTU_1029,0.011366958,0,0.003754952,0.009439454,0.030590395,0,0.0052399,0.005460403,0,0.008438819,0.01716899,0.034651178,0,0,0,0,0,0
OTU_1027,0,0.001696554,0,0.001573242,0,0.008023235,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1500,0.001623851,0,0.003754952,0.003146485,0.00152952,0,0.003493267,0,0,0,0.001560817,0.001650056,0,0,0.004871632,0.010157612,0.006891443,0.006810597
OTU_1310,0,0,0,0,0,0,0,0,0,0,0,0,0.116529367,0.001632147,0,0,0.003445721,0
OTU_1312,0,0,0,0,0,0,0,0,0,0,0,0,0.017803098,0,0.014614897,0.035551643,0.031011491,0.028945038
OTU_1393,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003264294,0.001623877,0.001692935,0.006891443,0.011918545
OTU_1100,0,0,0,0,0,0,0.013973067,0.023661746,0.001626783,0.008438819,0.018729807,0,0.011329244,0.009792881,0.011367142,0.013543483,0.003445721,0.010215896
OTU_1133,0,0,0,0,0,0,0,0,0,0,0,0,0.003236927,0,0.001623877,0.116812541,0.003445721,0.001702649
OTU_1225,0,0.005089663,0,0.001573242,0.00152952,0.001604647,0,0,0,0,0,0,0.003236927,0.017953614,0.001623877,0.005078806,0.017228606,0.066403324
OTU_1440,0,0,0,0,0,0,0,0,0.001626783,0,0,0,0.029132342,0.001632147,0.011367142,0.057559803,0.022397188,0.001702649
OTU_1598,0.001623851,0,0.001877476,0,0.00152952,0,0,0,0,0,0,0,0.032369269,0.029378642,0.00649551,0.005078806,0.02756577,0.017026493
OTU_1675,0,0,0,0,0,0,0.001746633,0.001820134,0.001626783,0.005063291,0.003121634,0,0.001618463,0,0,0,0,0
OTU_1686,0,0,0,0,0,0,0.001746633,0,0,0,0,0.001650056,0,0,0,0,0,0
OTU_1778,0,0.003393109,0.001877476,0,0,0,0.029692767,0.003640269,0,0,0,0,0.053409293,0.003264294,0.003247755,0.005078806,0.003445721,0.005107948
OTU_1872,0,0.008482771,0,0,0,0,0,0,0,0,0,0,0.012947707,0.026114348,0.03247755,0.042323385,0,0.001702649
OTU_1041,0,0,0,0,0,0,0,0,0,0,0,0,0.001618463,0.008160734,0.00649551,0.079567963,0.003445721,0.020431792
OTU_1073,0,0,0,0,0,0,0,0,0,0,0,0,0.029132342,0,0.001623877,0.003385871,0.091311614,0
OTU_1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1136,0,0,0.001877476,0.031464846,0.010706638,0,0.017466334,0.027302015,0,0,0.007804086,0.016500561,0,0,0.004871632,0.001692935,0,0.003405299
OTU_1156,0,0,0,0,0,0,0,0,0,0,0,0,0.119766294,0,0,0,0,0
OTU_1366,0,0,0,0,0,0,0,0,0,0.001687764,0,0,0.019421561,0.001632147,0.001623877,0.020315225,0.041348655,0.032350337
OTU_1344,0,0,0,0,0,0,0,0,0,0,0,0,0.098726269,0,0.001623877,0.003385871,0.005168582,0.010215896
OTU_1375,0,0,0,0,0,0,0,0,0,0,0,0,0.001618463,0.029378642,0.003247755,0,0.005168582,0.083429817
OTU_1397,0,0,0,0,0,0,0.027946134,0.007280537,0,0.008438819,0.029655528,0.036301234,0,0.011425027,0,0,0,0
OTU_1416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049962958,0
OTU_1650,0.001623851,0,0,0,0.00152952,0,0,0,0,0,0.001560817,0,0.030750805,0.017953614,0.01299102,0.011850548,0.017228606,0.023837091
OTU_1842,0,0,0,0,0,0,0,0,0.001626783,0,0,0.001650056,0.009710781,0,0,0,0,0
OTU_1095,0.001623851,0.001696554,0.003754952,0.050343753,0.018354237,0.020860412,0.001746633,0.007280537,0.001626783,0,0,0.008250281,0,0,0,0,0,0
OTU_1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1165,0.011366958,0,0.024407187,0.018878908,0.048944631,0.006418588,0,0.005460403,0,0,0,0.001650056,0,0,0,0,0,0
OTU_1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1377,0,0,0,0,0,0,0,0,0,0,0,0,0.027513878,0.001632147,0,0.040630449,0.02584291,0.02553974
OTU_1423,0,0,0,0.004719727,0,0.078627706,0,0,0,0,0,0,0,0.001632147,0,0,0.010337164,0.005107948
OTU_1642,0,0,0,0,0,0,0,0.005460403,0,0,0,0,0.016184634,0.006528587,0.00649551,0.008464677,0.039625795,0.039160934
OTU_1692,0,0,0,0,0,0,0,0,0,0,0,0.001650056,0.001618463,0,0,0.006771742,0.001722861,0
OTU_1867,0.001623851,0.001696554,0,0,0,0,0,0,0,0,0,0,0.029132342,0.001632147,0,0.003385871,0.079251589,0.003405299
OTU_976,0,0,0.001877476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1113,0,0,0,0,0.00152952,0,0,0,0,0,0,0.009900337,0,0,0,0,0,0
OTU_1115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003247755,0.032165772,0.082697311,0.003405299
OTU_1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001623877,0,0,0
OTU_1488,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003264294,0.003247755,0.006771742,0.099925917,0.008513247
OTU_1516,0,0,0,0,0,0,0.001746633,0,0,0,0.001560817,0,0,0,0.001623877,0,0,0
OTU_1584,0,0,0,0,0,0,0.048905734,0.032762418,0.011387484,0.008438819,0.004682452,0.016500561,0,0,0,0,0,0
OTU_1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1056,0,0,0.001877476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1058,0,0,0,0,0,0,0,0,0,0,0.10769639,0,0,0,0,0,0,0
OTU_1222,0,0,0,0,0,0,0,0,0,0,0,0,0.05179083,0,0.001623877,0.003385871,0.056854401,0.003405299
OTU_1409,0,0,0.00938738,0,0,0,0,0,0,0,0,0,0.016184634,0.00489644,0.004871632,0.006771742,0.049962958,0.027242389
OTU_1547,0,0,0,0,0,0,0.001746633,0,0,0,0,0,0.084160098,0,0,0.005078806,0.013782885,0.010215896
OTU_1711,0,0,0,0,0,0,0,0,0,0,0,0,0.045316976,0.00489644,0.040596937,0.013543483,0.001722861,0.008513247
OTU_1772,0,0,0,0,0,0,0,0.005460403,0.001626783,0.003375527,0,0.019800673,0,0.062021577,0.003247755,0,0.005168582,0.015323844
OTU_1017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1213,0,0,0,0,0,0,0,0,0.001626783,0.003375527,0,0,0,0,0,0,0,0.001702649
OTU_1228,0,0,0,0,0,0,0,0,0,0,0,0,0.00485539,0.003264294,0,0.001692935,0.003445721,0.006810597
OTU_1249,0,0,0,0,0,0,0,0,0,0,0,0.004950168,0.012947707,0.024482201,0.009743265,0.037244578,0.02584291,0
OTU_1408,0,0,0,0,0,0,0,0,0,0,0,0,0.025895415,0.014689321,0.001623877,0.020315225,0.029288631,0.023837091
OTU_1605,0,0,0,0,0,0,0.001746633,0,0,0,0,0,0.001618463,0,0,0,0.015505746,0
OTU_1209,0,0,0,0,0,0,0,0,0,0.001687764,0.001560817,0,0.019421561,0,0.00649551,0.006771742,0.005168582,0.001702649
OTU_1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1226,0,0,0,0,0,0,0,0.001820134,0,0,0,0,0,0.003264294,0.060083467,0.005078806,0.010337164,0.030647688
OTU_1282,0,0,0,0,0,0,0.001746633,0,0,0,0,0,0,0,0,0,0,0
OTU_1345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489644,0,0.015236418,0.089588753,0.006810597
OTU_1804,0,0,0,0,0,0,0.0104798,0,0,0.001687764,0,0.001650056,0.001618463,0,0,0.001692935,0,0
OTU_1869,0,0,0,0,0,0,0,0,0,0,0,0,0.012947707,0.053860843,0,0,0.034457213,0.011918545
OTU_1098,0,0,0,0,0,0,0,0,0,0,0.001560817,0,0,0,0,0,0,0
OTU_1145,0.017862362,0.005089663,0,0.001573242,0,0.080232353,0,0,0,0,0,0,0.003236927,0,0,0,0,0
OTU_1193,0,0,0,0,0,0,0,0,0,0.006751055,0,0,0,0,0,0,0.001722861,0
OTU_1221,0,0,0,0,0,0,0,0,0,0,0,0,0.038843122,0.019585761,0,0.030472837,0.018951467,0.003405299
OTU_1614,0.017862362,0.003393109,0.001877476,0.023598634,0.016824717,0,0.003493267,0.001820134,0.001626783,0,0,0.009900337,0.003236927,0,0,0.016929354,0.005168582,0.003405299
OTU_1863,0,0,0,0,0,0,0.008733167,0.010920806,0.003253567,0.010126582,0.007804086,0.009900337,0.001618463,0.003264294,0.004871632,0.016929354,0.024120049,0.011918545
OTU_1864,0,0,0,0,0,0,0,0,0.00488035,0,0,0,0.006473854,0.008160734,0.008119387,0.027086966,0.032734352,0.023837091
OTU_1197,0.012990809,0,0,0,0,0,0,0,0,0.030379747,0.057750238,0.004950168,0,0,0,0,0,0
OTU_1239,0.001623851,0,0,0,0,0,0,0,0,0.005063291,0.003121634,0,0,0.001632147,0,0.003385871,0.001722861,0
OTU_1302,0,0,0,0,0,0,0,0,0,0,0.003121634,0,0.008092317,0,0.01299102,0,0,0
OTU_1342,0,0,0,0,0,0,0,0,0,0,0,0,0.063120074,0.006528587,0.009743265,0.011850548,0.010337164,0.006810597
OTU_1480,0,0,0,0,0,0,0,0,0,0,0,0,0.012947707,0.003264294,0.016238775,0.020315225,0.020674328,0.037458285
OTU_1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1768,0,0,0,0,0,0,0.001746633,0,0.001626783,0.01350211,0,0.003300112,0.032369269,0,0.003247755,0.010157612,0.02584291,0.017026493
OTU_1167,0.006495405,0.01187588,0.028162139,0.006292969,0.050474151,0.001604647,0,0,0,0,0,0.001650056,0,0,0,0,0,0
OTU_1223,0,0,0,0,0,0,0,0,0,0,0,0,0.00485539,0,0,0.027086966,0.012060024,0.066403324
OTU_1291,0,0,0,0,0,0,0,0,0,0,0,0,0.037224659,0.011425027,0.03897306,0.013543483,0,0.005107948
OTU_1680,0,0.005089663,0,0,0,0.001604647,0.001746633,0.003640269,0.001626783,0.003375527,0.003121634,0.004950168,0,0.006528587,0.00649551,0.003385871,0.008614303,0
OTU_1743,0,0,0,0,0,0.019255765,0.001746633,0,0,0,0,0,0,0.011425027,0,0,0,0
OTU_1317,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089768072,0.014614897,0,0,0
OTU_1459,0,0,0,0,0,0,0.008733167,0.003640269,0,0.011814346,0.001560817,0,0,0,0,0,0,0
OTU_1504,0,0,0,0,0,0.052953353,0,0,0,0,0,0,0.014566171,0.001632147,0.014614897,0,0.003445721,0.008513247
OTU_1180,0,0,0,0,0,0,0,0,0,0,0.001560817,0,0,0,0,0,0.001722861,0
OTU_1224,0,0,0,0,0,0,0,0,0,0,0,0,0.00485539,0.013057174,0.011367142,0.062638609,0.008614303,0.005107948
OTU_1266,0,0,0,0,0,0,0.008733167,0.001820134,0.001626783,0.001687764,0.001560817,0.001650056,0,0,0,0,0,0
OTU_1362,0,0,0,0,0,0,0.001746633,0,0,0.001687764,0.003121634,0.001650056,0,0,0,0,0,0
OTU_1436,0,0,0,0,0,0,0,0,0,0,0,0,0.025895415,0.011425027,0.00649551,0.008464677,0.02756577,0.02553974
OTU_1465,0,0,0,0,0,0,0.001746633,0.005460403,0.001626783,0.006751055,0.006243269,0.003300112,0,0,0.011367142,0,0,0
OTU_1607,0.001623851,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001623877,0,0,0
OTU_1676,0,0,0,0,0,0,0.0104798,0.003640269,0.006507133,0.010126582,0.009364903,0,0,0,0.001623877,0,0,0
OTU_1187,0,0.001696554,0.003754952,0.009439454,0,0,0.0104798,0.005460403,0.006507133,0.011814346,0.021851441,0.023100785,0,0.006528587,0,0.001692935,0,0
OTU_1191,0,0.001696554,0,0,0,0,0,0,0.001626783,0.001687764,0.001560817,0.004950168,0,0,0,0,0,0
OTU_1247,0,0,0,0,0,0,0,0,0,0,0,0,0.022658488,0.001632147,0,0,0.077528729,0.003405299
OTU_1271,0,0,0,0,0,0,0,0,0,0.001687764,0,0,0.014566171,0,0.009743265,0.001692935,0.022397188,0.054484778
OTU_1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082953834,0.001722861,0.020431792
OTU_1392,0,0,0,0,0,0,0.003493267,0,0,0,0.001560817,0,0,0,0,0,0,0
OTU_1456,0,0.001696554,0.001877476,0,0.003059039,0,0.001746633,0,0.0195214,0,0.003121634,0.033001122,0,0.003264294,0.001623877,0,0.018951467,0.005107948
OTU_1472,0,0,0,0,0,0.001604647,0.041919201,0.018201343,0,0.010126582,0.004682452,0.011550393,0.009710781,0,0,0.001692935,0.006891443,0
OTU_1542,0,0,0,0,0,0,0,0,0,0,0,0,0.05664622,0.009792881,0.009743265,0.003385871,0.015505746,0.006810597
OTU_1632,0,0,0,0,0,0,0.003493267,0,0.003253567,0,0,0,0,0,0,0,0,0
OTU_1135,0.032477023,0.016965543,0.005632428,0.001573242,0.035178954,0.004813941,0,0.001820134,0,0,0,0,0,0,0,0,0,0
OTU_1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1231,0.017862362,0.01187588,0.005632428,0.001573242,0.006118079,0,0.001746633,0.001820134,0.006507133,0.025316456,0.001560817,0.019800673,0,0,0,0,0,0
OTU_1259,0.001623851,0.006786217,0.001877476,0,0.019883757,0,0.0261995,0.007280537,0,0.020253165,0,0.013200449,0.003236927,0.001632147,0,0,0,0
OTU_1273,0,0,0,0,0,0,0,0,0,0,0,0,0.008092317,0,0.001623877,0.072796221,0.003445721,0.017026493
OTU_1275,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084871632,0.001623877,0.013543483,0,0
OTU_1298,0.051963236,0.008482771,0,0.023598634,0.009177118,0,0,0.003640269,0,0,0,0.001650056,0,0,0,0,0,0
OTU_1319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001623877,0.081260898,0.003445721,0.017026493
OTU_1327,0,0,0.073221561,0,0,0,0,0,0,0,0,0,0.003236927,0,0.001623877,0.003385871,0,0.001702649
OTU_1341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003445721,0
OTU_1406,0,0,0,0,0,0,0,0,0.00488035,0,0.001560817,0,0.077686245,0.00489644,0.004871632,0,0,0.005107948
OTU_1565,0,0,0.001877476,0,0.05812175,0,0,0,0,0,0,0.003300112,0.003236927,0,0.001623877,0.011850548,0.017228606,0
OTU_1572,0,0,0,0,0,0,0.001746633,0.001820134,0,0.005063291,0.006243269,0.001650056,0,0,0,0,0,0
OTU_1652,0,0,0,0,0,0,0,0,0,0,0.001560817,0.001650056,0.001618463,0,0.03247755,0.005078806,0.044794377,0.013621195
OTU_1691,0,0,0,0,0,0,0.001746633,0.003640269,0,0.005063291,0,0.001650056,0,0,0,0,0,0
OTU_1770,0,0.001696554,0.001877476,0,0,0,0.008733167,0.009100672,0.029282101,0.01350211,0.009364903,0.016500561,0,0,0.003247755,0,0.005168582,0.001702649
OTU_1038,0,0,0,0,0,0,0,0,0,0,0,0.001650056,0.082541635,0.00489644,0.001623877,0,0.006891443,0
OTU_1198,0,0,0,0,0,0,0,0,0.003253567,0.025316456,0.037459614,0,0,0.011425027,0.001623877,0,0,0.018729143
OTU_1290,0,0,0,0,0,0,0,0,0,0,0,0,0.021040025,0.013057174,0.029229795,0.032165772,0,0.003405299
OTU_1833,0,0.001696554,0,0,0,0,0.0052399,0.007280537,0,0.006751055,0.003121634,0.001650056,0,0,0,0,0.005168582,0
OTU_1865,0,0,0,0,0,0,0,0,0,0,0.001560817,0,0.06150161,0.008160734,0.008119387,0.001692935,0.015505746,0.001702649
OTU_1219,0,0,0,0,0.00152952,0,0,0,0,0,0.001560817,0,0.038843122,0,0,0.001692935,0.051685819,0.003405299
OTU_1257,0.003247702,0,0.005632428,0,0.00152952,0,0.0104798,0,0.00488035,0.010126582,0.024973076,0,0.024276951,0,0,0.001692935,0,0.008513247
OTU_1321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009743265,0.089725575,0,0
OTU_1402,0,0,0,0,0,0,0,0.001820134,0,0.010126582,0.003121634,0,0,0.014689321,0.008119387,0.018622289,0.034457213,0.006810597
