,DS1_R_1,DS1_R_2,DS1_R_3,DS1_R_4,DS1_R_5,DS1_R_6,DS2_R_1,DS2_R_2,DS2_R_3,DS2_R_4,DS2_R_5,DS2_R_6,DS3_R_1,DS3_R_2,DS3_R_3,DS3_R_4,DS3_R_5,DS3_R_6
OTU_4,0.009743107,0.346097077,0.09199632,0.276890644,0.334964821,0.197371588,0.006986533,0.009100672,0.00488035,0.010126582,0.001560817,0.009900337,0.067975464,0.003264294,0.011367142,0.023701095,0.018951467,0.027242389
OTU_12,12.76671755,12.78184008,13.52533654,10.87897047,11.54175589,10.35478746,1.935269768,3.480096831,1.491760342,3.794092827,4.123679158,3.968384925,0.294560344,0.659387292,0.420584271,0.506187679,0.408317971,0.616359055
OTU_6,9.168263454,19.5001951,8.225222012,20.01636172,7.372285102,13.78712752,1.376347091,1.263173222,1.421808658,1.048101266,1.140957405,1.037885288,0.05179083,0.33785438,0.185122034,0.650087186,0.425546578,0.430770279
OTU_3,0.012990809,0.028841423,0.827966881,0.012585938,0.071887427,0.17972047,0.124010969,0.040042955,0.068324901,0.055696203,0.020290624,0.042901459,0.033987732,0.014689321,0.066578977,0.011850548,0.186068949,0.042566233
OTU_1,3.734857588,0.90765655,3.537164636,1.330962982,1.714591618,0.499045235,7.517509999,4.217251233,5.034894503,0.948523207,1.108180243,2.351329945,0.140806318,0.285625683,1.495591173,0.883712269,1.843460882,2.082340121
OTU_2,0.001623851,0,0,0,0,0,0.143223936,0.009100672,0.032535667,0.006751055,0.018729807,0.008250281,0.375483516,0.112618127,0.467676718,0.954815555,0.690867116,0.609548457
OTU_24,0.016238511,0.005089663,0.035672043,0.048770511,0.042826552,0.093069529,0.003493267,0.001820134,0.00488035,0.011814346,0.004682452,0.008250281,0,0,0,0,0,0
OTU_10,0.438439804,0.317255654,0.364230329,0.239132829,0.324258183,0.314510823,3.884512602,2.935876668,5.574986579,4.774683544,5.106994022,3.52616989,2.524802952,5.421991545,8.900472548,5.275186646,2.158744379,7.461009331
OTU_44,6.539248482,6.199209406,6.916621294,6.115192801,5.929947996,4.050129174,2.754440815,2.539087385,3.069740203,3.142616034,2.971796032,2.676390997,0.129477074,0.576147807,1.154576899,0.783829081,0.079251589,0.289450385
OTU_9,4.73352603,4.718117503,5.761973603,5.437125372,5.555215662,5.550474173,1.861911166,3.627527712,2.181516487,3.203375527,3.332344816,3.479968319,0.022658488,0.17627185,0.165635504,0.275948467,0.005168582,0.097051011
OTU_8,0.001623851,0.005089663,0,0,0.223309881,0.003209294,0.0209596,0.014561075,0.011387484,0.015189873,0.006243269,0.103953534,0.024276951,0.006528587,0.00649551,0.011850548,0.006891443,0.015323844
OTU_830,4.02552694,3.690005599,4.389538704,3.432814688,4.054756806,5.078707938,1.695980997,2.442620265,2.391371541,2.666666667,2.873464546,2.255626691,0.503342127,0.812809088,0.556989981,1.186747702,0.234309047,0.429067629
OTU_7,0.016238511,0.015268989,0.026284663,0.011012696,0.05812175,0.770230588,0.20784937,0.121949,0.074832035,0.141772152,0.129547831,0.128704376,0.127858611,0.086503778,0.09093714,0.130356024,0.413486553,0.303071579
OTU_311,1.851190283,1.316526135,1.595854533,0.937652408,1.491281738,0.823183941,3.04263532,2.657396116,4.538725578,2.972151899,3.53369024,3.296812092,1.283441501,2.394359301,2.736233579,2.596962874,0.957910515,1.20547572
OTU_19,0,0,0,0,0,0,0.001746633,0.003640269,0.00488035,0.018565401,0,0,0,0,0,0,0,0
OTU_11,1.35591569,0.90765655,0.662749,0.586819376,0.936066075,1.214717823,1.50559796,4.734169382,2.238453905,4.381434599,4.3265854,5.24057818,0.992118083,1.393853335,1.409525665,2.150027933,1.397239977,2.240686508
OTU_35,3.926472021,3.403287922,4.077877701,4.692981766,3.866625879,5.693287761,1.198190488,1.561675252,1.405540824,1.070042194,0.961463422,1.034585176,0.406234321,0.546769165,0.724249363,0.988674262,0.592664059,0.607845808
OTU_18,0.004871553,0,0.001877476,0.003146485,0.004588559,0.001604647,0.0209596,0.010920806,0,0.008438819,0.007804086,0.072602468,0,0,0.004871632,0,0.02584291,0.001702649
OTU_15,0.110421877,0.106882921,0.135178266,0.102260749,0.081064546,0.083441647,0.351073306,0.014561075,0.047176717,0.010126582,0.001560817,0.049501683,0.016184634,0.029378642,0.391354476,0.028779901,0.086143032,0.107266907
OTU_16,0.003247702,0.001696554,0,0.022025392,0.029060875,0.003209294,0.069865335,0.014561075,0,0.042194093,0.004682452,0.001650056,0.10843705,0.021217908,0.02598204,0.06602448,0.155057457,0.068105973
OTU_13,2.624143419,2.371782909,2.555244729,2.674511902,3.0697461,1.731414175,2.874958517,2.972279354,2.293764539,2.545147679,2.782937146,3.016302554,0.100344733,0.778534006,0.652798753,0.64500838,0.022397188,0.234965606
OTU_54,0.14452275,0,0.003754952,0.111700203,0.004588559,0.003209294,0.0052399,0.010920806,0.011387484,0.006751055,0.012486538,0.008250281,0.681373104,0.360704435,0.201360809,0.208231052,0.442775184,0.359259007
OTU_31,3.047968562,2.616086728,3.045265944,2.482576342,3.12480881,2.116529469,1.753619898,2.539087385,1.462478242,2.048945148,1.707534065,1.813411656,0.341495784,0.360704435,0.446566311,0.502801808,0.289440587,0.257100048
OTU_62,0.125036537,0.161172658,1.041999136,0.062929692,0.844294891,0.194162294,0.0209596,0.163812089,0.130142669,0.027004219,0.020290624,0.031351066,0.378720443,0.145261062,0.139653465,0.094804381,1.428251469,0.475039161
OTU_60,0.003247702,0.001696554,0.001877476,0.02045215,0.1162435,0,0.057638901,0.001820134,0.001626783,0.003375527,0.001560817,0,0,0,0,0,0,0
OTU_14,0,0,0,0,0,0,0,0.010920806,0,0.001687764,0,0,0,0.008160734,0.004871632,0,0,0.001702649
OTU_17,0,0,0,0,0,0,0.324873806,0.174732895,1.091571635,0.030379747,0.053067786,0.653422216,1.959959215,3.296936461,3.251002744,1.643840255,4.18655135,10.83906559
OTU_26,0.056834789,0.025448314,0,0,0.006118079,0.389929235,0.164183536,0.167452358,0.112248052,0.15021097,0.068675959,0.132004488,1.149109036,0.346015114,0.206232442,0.192994633,0.477232397,0.389906695
OTU_20,3.272060018,3.68661249,4.091020033,3.808819596,4.135821352,2.910829763,0.978114684,0.846362462,0.632818728,0.597468354,0.682077136,0.656722329,0.00485539,0.148525355,0.215975707,0.184529956,0,0.030647688
OTU_25,0,0.01187588,0.003754952,0.003146485,0.012236158,0.004813941,0.022706234,0.009100672,0,0.010126582,0.014047355,0.006600224,0.131095538,0,0.035725305,0.071103286,0.115431663,0.011918545
OTU_212,0.141275048,0.164565767,0.129545839,0.036184573,0.165188131,0.101092765,1.994655302,1.432445714,1.75692603,2.087763713,2.054035493,1.438848921,2.460064415,2.756695882,2.557607054,0.814301918,2.830660028,1.515357897
OTU_22,0.003247702,0,0,0.001573242,0.003059039,0.001604647,0,0.005460403,0.003253567,0.005063291,0.003121634,0,0.011329244,0.016321468,0.011367142,0.010157612,0.098203056,0.068105973
OTU_23,0,0,0,0,0,0,0.001746633,0.005460403,0,0,0,0,0,0,0,0,0,0
OTU_33,0,0.001696554,0,0,0,0,0.019212967,0.010920806,0.01464105,0.015189873,0.012486538,0.024750842,0.001618463,0.00489644,0.016238775,0.02200816,0.003445721,0.015323844
OTU_1515,0.639797343,0.096703595,1.010082046,0.51445023,0.726521872,0.017651118,0.083838401,0.154711418,0.130142669,0.055696203,0.010925721,0.016500561,0.38681276,0.063653724,0.328023254,0.147285378,1.70046345,0.498876251
OTU_27,0.004871553,0.040717303,0.045059422,0.07551563,0.182012848,0.001604647,0,0.005460403,0.001626783,0,0.003121634,0,0.101963196,0.048964403,0.014614897,0.037244578,0.046517237,0.05107948
OTU_28,0,0,0,0,0,0,0.003493267,0.003640269,0.001626783,0.003375527,0.006243269,0.039601346,0,0.001632147,0,0,0,0
OTU_36,0.004871553,0,0,0,0.007647599,0,0,0,0,0.001687764,0,0,0.021040025,0.022850055,0.014614897,0.016929354,0.005168582,0.008513247
OTU_82,1.365658796,0.858456475,1.043876612,0.947091862,1.286326094,1.927181117,0.738825913,0.791758432,0.985830717,0.546835443,0.708611029,0.617120982,0.653859226,0.664283732,0.716129975,1.481318458,1.902038144,1.392767146
OTU_45,0,0.006786217,0,0,0.00152952,0.004813941,0.0052399,0,0,0,0,0,0,0.008160734,0.009743265,0,0,0
OTU_29,0.539118574,0.335917751,0.354842949,0.256438494,0.39614561,0.235883118,2.605976979,2.675597459,0.584015227,3.932489451,3.202796985,3.102105472,0.022658488,0.053860843,0.017862652,0.033858708,0.006891443,0.020431792
OTU_40,0.009743107,0,0,0.009439454,0.004588559,0.003209294,0,0,0.003253567,0.005063291,0,0,0,0,0,0,0,0
OTU_38,0,0,0,0,0,0,0,0,0,0,0,0.004950168,0,0,0,0,0,0
OTU_34,0.001623851,0.066165618,0,0,0,0,0.0261995,0.014561075,0.013014267,0.021940928,0.009364903,0.09735331,0.001618463,0.019585761,0.016238775,0.008464677,0.006891443,0.013621195
OTU_39,0,0.008482771,0,0,0,0.012837176,1.559743594,1.035656431,0.250524638,0.123206751,0.149838455,0.41911425,2.065159338,7.59764318,2.770335006,1.279859148,0.018951467,0.017026493
OTU_1603,1.531291611,1.034898122,0.826089405,0.910907289,0.917711838,1.094369293,0.943182017,1.938443057,0.9679361,1.770464135,1.509310275,2.054319847,0.085778562,0.543504872,0.388106721,0.328429464,0.029288631,0.112374855
OTU_55,0.677145919,0.788897749,0.707808422,0.41848245,0.503211991,1.17781094,0.274221438,0.609744999,1.006978901,0.784810127,0.881861743,1.037885288,0.869114862,1.268178035,0.946720579,1.130880834,0.952741933,1.18163863
OTU_41,0,0,0,0,0,0,0,0,0,0,0,0.001650056,0,0,0,0,0,0
OTU_46,0.003247702,0,0.005632428,0.003146485,0.003059039,0.001604647,0.001746633,0.003640269,0.003253567,0,0.006243269,0.001650056,0.025895415,0.011425027,0.008119387,0.003385871,0.02584291,0.015323844
OTU_80,0,0.005089663,0,0,0.012236158,0.009627882,0.066372068,0.040042955,0.032535667,0.021940928,0.043702883,0.112203815,0,0,0.003247755,0.005078806,0.001722861,0.001702649
OTU_151,0.001623851,0.003393109,0.001877476,0.064502934,0.003059039,0.001604647,0,0,0.001626783,0.005063291,0.001560817,0.001650056,0.161846343,0.070182311,0.02598204,0.069410351,0.087865893,0.056187428
OTU_83,0.027605469,0.006786217,0.003754952,0.143165049,0.078005506,0.158860059,0.008733167,0.001820134,0.001626783,0.003375527,0.003121634,0,0.017803098,0.027746495,0.00649551,0.008464677,0.020674328,0.020431792
OTU_52,0.047091683,0.003393109,0.001877476,0,0.00152952,0.009627882,0.080345135,0.105567791,0.081339168,0.07257384,0.049946152,0.148505049,0.014566171,0.017953614,0.011367142,0.020315225,0.012060024,0.032350337
OTU_30,0,0,0,0,0,0,0,0.005460403,0,0,0,0,0,0,0,0,0,0
OTU_73,0,0.001696554,0,0,0,0.001604647,0.003493267,0.020021478,0.016267834,0.001687764,0,0.008250281,0.021040025,0.014689321,0.004871632,0.003385871,0.003445721,0.018729143
OTU_49,0.012990809,0,0,0,0.006118079,0,1.028767052,1.745508819,3.458541426,0.778059072,0.694563674,0.645171936,1.121595158,0.781798299,1.156200776,1.244307505,0.868321761,1.818429476
OTU_37,0.001623851,0.067862172,0,0.001573242,0,0,0.0052399,0.063704701,0.029282101,0.006751055,0,0.004950168,0.375483516,0.076710898,0.042220815,0.06602448,0.099925917,0.064700674
OTU_47,0,0,0,0,0,0,0.022706234,0.016381209,0.029282101,0.133333333,0.120182928,0.402613689,1.76412514,3.184318334,0.71288222,2.502158493,3.926399394,2.467138868
OTU_106,0.024357767,0.049200075,0.075099037,0.217107437,0.073416947,0.011232529,0.055892268,0.058244298,0.043923151,0.030379747,0.035898797,0.066002244,0.119766294,0.089768072,0.03247755,0.079567963,0.105094499,0.141319894
OTU_86,0.565100192,0.373241946,0.459981601,0.289476582,0.474151117,0.438068647,0.392992507,0.991973208,1.15176262,0.913080169,0.774165353,1.488350604,0.801139398,0.641433678,0.470924473,1.352655369,1.850352325,1.328066471
OTU_56,0.001623851,0.089917378,0,0.006292969,0.065769348,0,0.0209596,0.021841612,0.006507133,0.021940928,0.018729807,0.019800673,0.05664622,0.047332256,0.01948653,0.016929354,0.024120049,0.037458285
OTU_43,0,0,0,0,0,0.001604647,0,0,0,0,0,0,9.338533996,4.192985033,0.003247755,0,0,0
OTU_42,0,0,0.003754952,0,0,0,0.034932667,0,0,0,0.003121634,0.003300112,0.014566171,0.032642935,0.001623877,0.003385871,0.015505746,0.011918545
OTU_53,1.38514501,1.803437219,2.611569007,1.798215943,2.110737229,0.880951235,0.349326673,0.398609417,0.247271071,0.205907173,0.318406718,0.377862847,0.014566171,0.031010788,0.030853672,0.025394031,0.001722861,0.011918545
OTU_72,0.058458641,0.003393109,0,0,0.00152952,0.004813941,0,0,0.001626783,0,0,0,0,0,0,0,0,0
OTU_152,0.470916826,0.346097077,0.403657323,0.229693375,0.403793209,0.170092588,1.14753812,1.033836297,0.395308357,1.454852321,1.328255475,1.423998416,0.432129736,1.437921298,1.159448531,0.182837021,0.130937408,0.236668256
OTU_57,0.975934526,0.883904789,0.908698346,1.068231518,1.47751606,1.121648293,0.35805984,0.864563805,0.816645247,0.842194093,0.861571119,1.090687083,0.024276951,0.39334737,0.181874279,0.233625083,0.029288631,0.14983314
OTU_64,1.394888117,1.621905909,1.646546383,1.228702232,1.872132151,3.032782939,0.36329974,0.340365119,0.078085601,0.172151899,0.126426197,0.196356676,0,0,0.014614897,0.001692935,0,0
OTU_104,0,0,0,0,0,0.001604647,0.006986533,0.025481881,0.001626783,0,0.014047355,0.001650056,0.025895415,0.039171522,0.016238775,0.005078806,0.029288631,0.013621195
OTU_131,0.396219675,0.21715895,0.236561966,0.358699243,0.330376262,0.165278647,0.997327651,1.070238984,1.003725334,1.205063291,0.989558133,1.074186522,0.627963811,0.594101422,0.306912846,0.560361611,1.035439243,0.900701492
OTU_450,0.116917281,0.100096704,0.037549518,0.066076176,0.039767513,0.019255765,0.941435383,1.650861834,1.242862488,1.346835443,1.375079992,1.161639496,0.150517099,1.31061385,1.391663013,0.404611556,0.082697311,0.422257032
OTU_67,0,0.001696554,0,0,0,0.001604647,0.118771069,0.08008591,0.065071334,0.001687764,0.003121634,0.001650056,3.31623157,4.731593465,2.008736461,0.326736528,0.472063815,0.459715317
OTU_90,0,0,0,0,0,0,1.000820918,1.02655576,0.61004376,2.732489451,2.829761663,1.900864629,0.055027757,0.230132694,0.215975707,0.314885981,0.491015282,0.35244841
OTU_70,0,0,0,0,0,0,0.003493267,0,0,0,0,0,0,0,0,0,0,0
OTU_89,0,0.001696554,0.001877476,0,0.00152952,0.017651118,0.054145634,0.001820134,0.001626783,0.003375527,0.001560817,0.062702132,0,0.016321468,0.001623877,0.005078806,0.001722861,0.008513247
OTU_69,0.258192329,0.162869213,0.309783527,0.209241225,0.232486999,0.227859882,0.841877282,0.930088641,1.011859251,1.427848101,1.529600899,1.666556663,0.174794051,0.571251367,0.599210796,0.749970374,0.067191565,0.274126541
OTU_114,0.170504368,0.016965543,0.05069185,0.070795903,0.048944631,0.038511529,0.045412467,0.020021478,0.013014267,0.077637131,0.095209852,0.044551515,0.019421561,0.037539376,0.120166935,0.016929354,0.048240098,0.197507321
OTU_185,0,0,0,0,0,0,0.022706234,0,0,0.001687764,0.006243269,0.006600224,0,0,0,0,0,0
OTU_51,0,0,0,0,0.00152952,0,0.012226434,0,0,0,0,0,0.011329244,0,0,0,0,0.003405299
OTU_134,1.052255529,1.71691295,1.806131836,0.874722716,1.030896299,2.262552352,0.17640997,0.123769134,0.133396236,0.109704641,0.149838455,0.112203815,0.022658488,0.158318236,0.272811419,0.159135926,0.012060024,0.321800722
OTU_66,0,0,0,0,0,0,0.008733167,0.005460403,0.003253567,0,0.009364903,0.014850505,0.055027757,0.001632147,0.003247755,0.001692935,0.001722861,0.001702649
OTU_139,0.024357767,0.005089663,0.001877476,0.009439454,0.012236158,0,0.915235883,0.864563805,1.202192904,0.803375527,0.845962946,0.686423338,0.954893424,0.652858705,1.256881181,0.848160626,0.508243888,0.813866376
OTU_58,0.04384398,0.006786217,0.007509904,0.001573242,0.016824717,0.003209294,0.043665834,0.045503358,0.39205479,0.001687764,0.014047355,0.019800673,0.001618463,0,0.001623877,0,0,0.003405299
OTU_50,0,0.006786217,0.007509904,0.001573242,0.00152952,0,0.270728171,0.18929397,1.17128402,0.788185654,0.664908146,0.745825358,0.106818586,0.616951476,0.779461197,2.955865175,0.62022983,1.385956548
OTU_109,0.008119256,0,0.003754952,0,0.00152952,0,2.309049307,1.523452431,1.75692603,1.120675105,1.083207167,0.793676985,0.037224659,0.80138406,0.66091814,0.08803264,0.006891443,0.017026493
OTU_48,0,0,0,0,0,0,0.627041378,0.405889955,0.341624506,2.362869198,2.269428273,0.57586958,0.032369269,1.418335537,0.846040175,0.062638609,0.039625795,0.883674998
OTU_119,0,0.001696554,0,0,0.013765678,0.019255765,0.038425934,0.010920806,0.003253567,0.006751055,0.014047355,0.018150617,0.019421561,0.016321468,0.001623877,0.001692935,0.008614303,0.003405299
OTU_120,0.001623851,0,0,0,0,0,3.37449566,2.147758505,1.904963316,0.261603376,0.277825469,0.260708864,0.166701733,0.039171522,0.113671425,0.106654929,0.477232397,0.233262957
OTU_501,0.457926017,0.385117826,0.369862757,0.380724635,0.718874273,0.486208059,0.543202976,0.556961104,0.715784679,0.315611814,0.159203359,0.22440763,0.692702348,0.207282639,0.276059174,0.570519223,0.573712592,0.522713342
OTU_59,0,0.005089663,0,0,0,0,0.0104798,0.007280537,0.006507133,0.010126582,0.010925721,0.056101907,0.014566171,0.001632147,0.004871632,0.003385871,0.006891443,0.020431792
OTU_116,0,0.006786217,0,0.001573242,0,0,0.012226434,0.003640269,0.003253567,0.006751055,0,0.004950168,0.001618463,0.011425027,0.004871632,0.008464677,0,0.006810597
OTU_63,0.006495405,0.01187588,0,0,0,0.072209118,0.019212967,0.027302015,0.01464105,0.023628692,0.023412259,0.046201571,0.011329244,0.008160734,0,0.005078806,0.003445721,0
OTU_118,0.001623851,0.015268989,0.003754952,0,0.012236158,0.004813941,0.062878801,0.018201343,0.013014267,0.021940928,0.015608172,0.047851627,0.017803098,0.026114348,0.011367142,0.005078806,0.001722861,0.006810597
OTU_75,0.196485986,0.279931459,0.174605261,0.380724635,0.379320893,0.335371235,1.11609872,1.164885969,0.426217241,0.980590717,0.750753094,0.785426705,0.156990953,0.346015114,0.306912846,0.485872454,0.365246455,0.35074576
OTU_94,0,0,0,0,0,0,0,0,0,0,0.001560817,0,0.043698513,0.001632147,0.00649551,0.016929354,0.001722861,0.020431792
OTU_1469,0.456302166,0.424138575,0.388637516,0.398030301,0.481798715,0.205394823,0.852357082,0.751715477,0.751573913,0.783122363,0.938051164,0.952082371,0.140806318,0.323165059,0.302041214,0.501108873,0.043071516,0.154941088
OTU_196,1.277970836,1.482788457,1.441901508,1.167345783,0.989599266,1.375182529,0.183396503,0.141970477,0.086219518,0.16371308,0.163885811,0.257408752,0.003236927,0.022850055,0.016238775,0.02200816,0.010337164,0.006810597
OTU_275,0.329641778,0.325738425,0.255336725,0.298916036,0.416029367,0.295255059,0.930955583,0.85000273,0.636072294,1.189873418,0.981754046,1.018084615,0.077686245,0.368865168,0.373491824,0.303035433,0.039625795,0.080024518
OTU_65,0.529375467,0.485214529,0.42806451,0.319368186,0.379320893,0.447696529,0.56590921,0.779017491,0.823152381,0.933333333,0.980193229,0.928981585,0.294560344,0.244822014,0.13640571,0.235318018,0.08097445,0.134509296
OTU_153,0.756714624,0.61584921,0.615812102,0.681213914,0.810645457,0.540766059,0.232302237,0.262099343,0.592149143,0.153586498,0.145156004,0.217807405,0.252480295,0.151789649,0.302041214,0.675481217,0.859707458,0.798542532
OTU_88,0.009743107,0.020358652,0,0.006292969,0.003059039,0.016046471,0.012226434,0.001820134,0.006507133,0.001687764,0.007804086,0.006600224,0.126240148,0.068550164,0.053587957,0.111733735,0.428992299,0.246884152
OTU_61,0,0,0,0,0,0,0.001746633,0,0,0,0,0,0,0,0,0,0,0
OTU_136,0.001623851,0,0,0,0,0,0,0,0,0,0,0,0.008092317,0,0,0,0,0
OTU_85,0.212724497,0.244303819,0.153953026,0.190362318,0.451208321,0.134790353,0.602588511,0.784477894,0.60516341,0.582278481,0.658664877,0.732624909,0.250861832,0.321532912,0.339390396,0.695796441,0.387643644,0.425662331
OTU_71,0.001623851,0.010179326,0.005632428,0,0.007647599,0.001604647,0.017466334,0.005460403,0.006507133,0.006751055,0.007804086,0.009900337,0,0.00489644,0.001623877,0,0,0.006810597
OTU_143,0.022733916,0.001696554,0,0,0,0.003209294,0.040172567,0.030942284,0.0195214,0.016877637,0.026533893,0.051151739,0.022658488,0.001632147,0.003247755,0,0.010337164,0
OTU_125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003385871,0,0.001702649
OTU_211,0.362118801,0.349490185,0.29476372,0.240706071,0.668400122,0.274394647,0.663720678,0.899146357,0.77434888,1.019409283,0.930247077,0.836578444,0.058264684,0.233396987,0.120166935,0.140513637,0.015505746,0.071511272
OTU_146,0.185119028,0.249393482,0.200889924,0.179349622,0.230957479,0.282417882,0.831397481,0.911887297,0.701143629,0.724050633,0.599353822,0.701273843,0.396523541,0.430886745,0.319903866,0.31150011,0.337680685,0.347340462
OTU_78,0.867136501,0.636207862,0.735970561,0.673347702,0.809115938,0.330557294,0.398232407,0.524198686,0.478274308,0.631223629,0.455758635,0.589070028,0.092252416,0.101193099,0.133157955,0.123584283,0.129214548,0.108969557
OTU_352,0,0.005089663,0,0,0,0,0.019212967,0.049143627,0.017894617,0.006751055,0.007804086,0.03795129,0.009710781,0.011425027,0,0.001692935,0.001722861,0.001702649
OTU_74,0.037348576,0.037324195,0.321048383,0.036184573,0.091771184,0.040116176,2.038321136,0.955570521,0.823152381,1.06835443,1.023896112,0.788726817,0.016184634,0.243189868,0.167259382,0.076182092,0.006891443,0.124293401
OTU_123,0,0,0,0,0,0,0.027946134,0,0,0.015189873,0.015608172,0,0,0,0,0,0,0
OTU_150,0.511513104,0.436014455,0.42806451,0.305209005,0.581217498,0.255138882,0.73183938,0.682550372,0.56612061,0.725738397,0.916199722,0.693023563,0.071212391,0.329693646,0.14939673,0.125277218,0.010337164,0.141319894
OTU_155,0,0,0,0.001573242,0,0,0,0.001820134,0,0,0,0,0,0,0,0,0,0
OTU_111,0.659283557,0.497090409,0.459981601,0.582099649,0.414499847,0.627417,0.228808971,0.105567791,0.260285338,0.055696203,0.103013938,0.280509537,0.098726269,0.298682858,0.253324889,0.397839814,1.230122495,0.851324661
OTU_115,0.126660388,0.296897002,0.750990369,0.067649419,0.029060875,0.182929765,0.733586013,0.455033581,0.502676059,0.297046414,0.296555276,0.490066662,0.246006441,0.06038943,0.444942434,0.148978313,0.198128973,0.25028945
OTU_127,0.022733916,0.033931086,0.005632428,0,0.010706638,0.060976588,0.0261995,0.016381209,0.231003237,0.005063291,0.01716899,0.044551515,1.252690695,0.254614895,0.162387749,0.836310078,3.226917975,1.241231356
OTU_398,0,0.067862172,0.099506224,0,0.00152952,0.112325294,0.050652368,0.014561075,0.006507133,0.018565401,0.018729807,0.028050954,0.006473854,0.016321468,0.024358162,0.016929354,0.020674328,0.017026493
OTU_110,0.001623851,0,0,0.011012696,0,0,0,0,0,0.001687764,0,0,0,0,0,0,0,0
OTU_243,1.112338021,0.756663217,0.414922179,0.654468795,0.79687978,1.75066994,0.047159101,0.034582552,0.017894617,0.060759494,0.043702883,0.011550393,0.00485539,0.190961171,0.165635504,0.032165772,0.02584291,0.146427842
OTU_209,0.001623851,0.003393109,0,0,0.032119914,0.006418588,0.003493267,0.01274094,0.003253567,0.005063291,0.001560817,0.001650056,0.019421561,0.013057174,0,0.011850548,0.015505746,0.010215896
OTU_102,0.001623851,0.001696554,0.001877476,0,0,0,0.0052399,0.009100672,0.315595972,0.003375527,0,0.062702132,0.336640394,0.602262155,1.479352398,1.200291185,1.398962838,0.240073554
OTU_117,1.037640869,1.226608758,0.878658731,1.379733493,1.069134292,0.457324411,0.130997502,0.132869806,0.126889102,0.043881857,0.137351917,0.130354432,0.022658488,0.00489644,0.00649551,0.047402191,0.02756577,0.003405299
OTU_159,0,0,0,0,0,0,0.001746633,0.001820134,0,0.001687764,0,0,0.021040025,0.001632147,0.001623877,0.015236418,1.149148045,0.859837908
OTU_81,1.282842389,0.729518348,0.574507632,0.468826204,1.015601101,0.592114764,0.745812447,0.382228208,0.231003237,0.121518987,0.145156004,0.217807405,0.053409293,0,0.014614897,0.192994633,0.015505746,0.005107948
OTU_77,0,0.066165618,0,0,0,0.073813765,0.006986533,0.010920806,0.001626783,0.028691983,0.010925721,0.075902581,0,0,0.001623877,0.003385871,0.001722861,0
OTU_269,0.269559287,0.324041871,0.255336725,0.61671098,0.348730499,0.31611547,0.312647372,0.56788191,0.488035008,0.57721519,0.393325945,0.493366774,0.168320197,0.11588242,0.206232442,0.167600603,0.59438692,0.492065654
OTU_97,0,0,0,0,0,0,0.012226434,0.001820134,0.00488035,0.003375527,0.003121634,0.052801795,0,0.008160734,0.001623877,0.006771742,0,0.020431792
OTU_135,0,0.01187588,0,0,0.003059039,0.016046471,0.0052399,0.010920806,0.003253567,0.006751055,0.014047355,0.018150617,0.027513878,0.011425027,0,0,0.029288631,0
OTU_107,0,0,0,0,0,0,0,0,0,0,0.001560817,0.013200449,0.001618463,0.001632147,0.001623877,0.001692935,0,0
OTU_76,0,0,0,0,0,0,0.001746633,0,0,0.001687764,0,0,0,0,0,0,0,0
OTU_227,0,0,0,0,0,0,0,0.003640269,0,0.001687764,0.003121634,0,0,0,0,0.001692935,0.010337164,0.005107948
OTU_165,0.332889481,0.376635054,0.572630156,0.412189481,0.68063628,0.422022176,0.391245874,0.431371835,0.448992208,0.551898734,0.736705739,0.438914923,0.009710781,0.290522124,0.112047547,0.081260898,0,0.097051011
OTU_137,0,0,0,0,0,0,0.006986533,0.005460403,0.003253567,0.016877637,0.012486538,0.02970101,0.027513878,0,0.003247755,0.003385871,0.001722861,0.005107948
OTU_96,0.037348576,0.015268989,0.095751272,0.044050784,0.003059039,0.011232529,0.006986533,0.009100672,0.035789234,0.018565401,0.056189421,0.009900337,0.014566171,0.013057174,0.021110407,0.052480997,0.048240098,0.015323844
OTU_180,0,0.001696554,0,0,0,0.008023235,0.001746633,0,0.006507133,0.001687764,0,0,0,0,0,0,0,0
OTU_238,0,0.028841423,0,0,0,0,0.024452867,0.020021478,0.013014267,0.015189873,0.031216345,0.026400898,0.076067781,0.024482201,0.011367142,0.013543483,0.017228606,0.006810597
OTU_280,0.501769998,0.497090409,0.42806451,0.239132829,0.382379933,0.399557117,0.480324175,0.298502029,0.284687088,0.165400844,0.307480997,0.207907069,0.33016654,0.107721686,0.081193875,0.5789839,0.544423962,0.340529864
OTU_124,0,0,0,0,0,0,0,0,0.112248052,0,0.001560817,0,0.242769515,0.505965496,2.416329712,1.283245019,0.05513154,1.505142001
OTU_186,0,0,0,0,0,0.001604647,0.108291269,0.034582552,0.434351157,0.016877637,0.0452637,0.024750842,1.139398255,1.176777816,0.656046508,0.282720209,1.100907948,0.35244841
OTU_190,0,0.001696554,0,0.001573242,0,0.014441824,0.027946134,0.003640269,0.0097607,0.011814346,0.020290624,0.023100785,0,0,0.003247755,0.001692935,0.013782885,0.008513247
OTU_175,0,0,0,0,0,0,0,0.005460403,0.013014267,0,0,0.008250281,1.035816596,0.439047479,0.565109368,0.401225685,1.169822373,2.41265409
OTU_92,0.001623851,0.001696554,0,0.003146485,0.00152952,0.003209294,0,0.023661746,0.00488035,0,0,0.009900337,0.00485539,0.001632147,0.03247755,0.005078806,0,0
