,DS1_L_1,DS1_L_2,DS1_L_3,DS1_L_4,DS1_L_5,DS1_L_6,DS2_L_1,DS2_L_2,DS2_L_3,DS2_L_4,DS2_L_5,DS2_L_6,DS3_L_1,DS3_L_2,DS3_L_3,DS3_L_4,DS3_L_5,DS3_L_6
OTU_287,0,0.001370821,0,0.3125293,0,0,0,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_138,0,0,0,0,0,0,0,0.066199677,0,0.002966127,0,0,0,0,0,0,0,0
OTU_132,0,0,0,0,0,0,0.422386484,0.098529751,0.354763218,0.00444919,0.001852092,2.529950669,0,0,0,0,0,0
OTU_140,0.018022077,0.009595745,0.010922844,0.059380567,0.011132316,0.004576031,0.036729259,0.360249403,0.667789587,0,0,0.053558844,0.002743785,0,1.964913279,0.003479108,0.0381259,0.090176109
OTU_133,0,0,0,0,0,3.576930704,0,0,0,0,0,0,0,0,0,0,0,0
OTU_178,0,0.090474167,0,0,0,0,0,0.301747364,0,0.00444919,0,0.001409443,0,0.001391111,0,0,0,0
OTU_169,0,0,0,2.618995531,0,0.001525344,0,0,0.913738876,0,0.003704184,0,0,0,0,0,0,0.003536318
OTU_233,0,0,0,0,0.003180662,0.003050687,0.440751113,0.250942961,1.107517105,0.956575903,0.451910433,0.021141649,0.012347034,0.015302219,0.009959734,0.013916432,0.016944845,0.021217908
OTU_166,0,0,0,0.001562646,0.001590331,0.001525344,0.896806085,0.006158109,2.212053006,0.007415317,0.014816736,0.012684989,0,0,0.001422819,0,0,0.001768159
OTU_168,0,0,0,0,0,0,0,0.084674005,0.092417309,0.041525776,0,0.00845666,1.436371618,0,0.939060655,0.064363497,0,0.001768159
OTU_192,0,0.001370821,0.001365355,0,0,0,0,0,0,0,0.003704184,0.001409443,0,0,0,0,0,0
OTU_236,0,0,0,0,0,0,0.760601748,0.200138557,0.518729411,0.404876313,0.016668827,1.341789993,0,0,0,0,0.002824141,0.001768159
OTU_392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_232,0,0,0,0,0,0,0.042850803,0.649680548,0.040246247,0.005932254,0.098160873,2.23255814,0.002743785,0.001391111,0,0,0.009884493,0.007072636
OTU_226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_605,0,0.001370821,0,0,0,0,0.001530386,0,0,0,0,0,0,0,0,0,0,0
OTU_225,0,0,0.001365355,0.009375879,0.001590331,0.001525344,0.022955787,0.19859903,0.013415416,0.370765854,0.037041839,2.212825934,0.006859463,0.012519997,0.007114096,0.013916432,0.00141207,0.014145272
OTU_213,0,0,0,0,0,0,0.048972346,0.735894081,0.017887221,0.137924898,0.001852092,2.094432699,0,0.002782222,0,0.001739554,0.00141207,0.001768159
OTU_176,0,0,0,0,0,0.001525344,0.001530386,0,0,0,0,0,0,0,0.001422819,0,0,0.001768159
OTU_162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.002148457,0.003479108,0,0
OTU_347,0,0,0,0,0,0,0,0,0,0.002966127,0,0,0,0,0,0,0,0
OTU_281,0,0,0,0,0,0,0,0,0,0.002966127,0,0,0,0,0,0,0,0
OTU_252,0,0,0,0,0,0,0.111718164,0.010776692,0.004471805,0.447885152,3.046691238,0.014094433,0.009603249,0.006955554,0.004268458,0.00869777,0.00141207,0.014145272
OTU_158,0.00150184,0.001370821,2.744364495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_183,0,0,0,0,0,0,0.001530386,0,0,0.001483063,0.001852092,0,0,0,0,0,0,0
OTU_149,0,0,0,0,0,3.184917403,0,0,0,0,0,0,0,0,0,0,0,0
OTU_257,0,0,0,0,0,0,0.071928133,0.494188284,0.499351588,1.827134128,0.053710666,0.109936575,0.005487571,0.004173332,0,0.003479108,0,0.001768159
OTU_284,0.004505519,0,0,0,0,0,0.641231655,0.606573782,0.043227451,0.00889838,2.003963477,0.00422833,0.010975141,0.004173332,0.008536915,0.003479108,0.004236211,0.010608954
OTU_512,0,0,0.001365355,0.034378223,0.001590331,0,0.010712701,2.914325302,0.056642867,0,0.011112552,0,0.002743785,0.001391111,0.001422819,0.041749295,0.005648282,0.012377113
OTU_172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001739554,0,0
OTU_229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_365,0.00150184,0.001370821,0,0.001562646,0,0,0,0.001539527,0,0,0,0.001409443,0,0,0,0,0,0
OTU_187,0,0,0,0,0,0,0.374944524,0.006158109,0.004471805,0.539835083,0.600077788,0.040873855,1.266256928,0.012519997,0.007114096,0.006958216,0.007060352,0.007072636
OTU_193,0,0,0,0,0,0,0,0.001539527,0,0,0,0,0,0,0,0,2.661752662,0
OTU_254,0,0,0,0,0,0,1.086573925,0.672773459,0.471030155,0.072670107,0.23891986,0.135306554,0,0,0.001422819,0.001739554,0.002824141,0.003536318
OTU_208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_160,0,0,0,0,0,0.004576031,0.001530386,0.001539527,0.002981204,0,0.001852092,0,0.002743785,0,0,0,0,3.276398614
OTU_290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_182,0,0,0,0,0,0,0.003060772,0.001539527,0,0,3.405997074,0,0.001371893,0.001391111,0.001422819,0.006958216,0.002824141,0.003536318
OTU_220,0,0,0,0,0,0,0.067336976,0.020013856,0.022359026,0.272883669,1.918767248,0.542635659,0.013718927,0.008346665,0.01707383,0.043488849,0.012708633,0.010608954
OTU_274,0,0,0,0,0,0,1.660468604,0.854437688,0.05068046,0.005932254,0.040746023,0.046511628,0.006859463,0.002782222,0.004268458,0.006958216,0.002824141,0.005304477
OTU_204,0,0,0,0,0,0,0,0,0,0,0.001852092,0.001409443,0,0,0.001422819,0,0,0
OTU_1735,0,0,0,0,0,0,0,0,0,0.001483063,0,0.001409443,0,0,0,0,0,0
OTU_276,0,0,0,0,0,0,0,0,0,0.001483063,0,0,0,0,0,0.001739554,0.00141207,0
OTU_288,0.00150184,0.001370821,0,0,0.001590331,0,0.091823149,0.02309291,0.053661663,1.416325562,0.155575723,0.001409443,0.019206497,0.012519997,0.076832235,0.020874648,0.035301759,0.028290544
OTU_221,0,0,0,0,0,0,0.266287131,0.001539527,0.037265044,2.338791007,0.005556276,0.001409443,0.001371893,0,0,0,0,0
OTU_205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001739554,0,0
OTU_422,0,0,0,0,0,0,0,0,0.005962407,0.001483063,0,0.002818887,0,0,0,0,0,0
OTU_1826,0,0,0,0,0,0,0,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_203,0,0,0,0,0,0,0.013773472,0.009237164,0.004471805,0.005932254,0.233363584,2.121212121,0.001371893,0.006955554,0.002845638,0.001739554,0.007060352,0.005304477
OTU_251,0,0,0,0,0,0,0.022955787,0.009237164,0.017887221,2.476715904,0,0,0,0,0,0,0,0.001768159
OTU_350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_266,0,0,0,0,0,0,0,0,0,0.001483063,0.003704184,0,0,0,0,0,0,0
OTU_250,0,0,0,0,0,0,0.001530386,0.001539527,0,0,0.001852092,0,0,2.057452876,0,0.001739554,0,0.019449749
OTU_259,0,0,0,0,0,0,0,0,0,2.423325621,0,0,0,0,0,0,0,0
OTU_258,0,0,0,0,0,2.493936759,0,0,0,0,0,0,0,0,0,0,0,0
OTU_210,0,0,0,0,0,0,0.474419601,0.554229851,0.648411764,0.034110459,0.327820273,0.018322763,0.001371893,0.006955554,0.364241709,0,0.005648282,0.007072636
OTU_171,0,0,0,0,2.541348601,0.001525344,0,0,0,0,0,0.043692741,0,0,0,0,0,0
OTU_222,0,0,0,0,0,0,0.076519291,0.28635209,0.044718053,0.019279824,0.096308781,0.015503876,0.004115678,0.004173332,1.750067584,0.006958216,0.011296563,0.008840795
OTU_367,0,0,0,0,0,0,0,0,0,0.002966127,0.003704184,0,0,0,0,0,0,0
OTU_201,0,0,0,0,0,0,0.013773472,0.001539527,2.231430829,0.002966127,0.127794344,0.022551092,0,0.001391111,0,0,0,0
OTU_197,0,0,0,0,0,0,0.468298058,0.735894081,0.023849628,0.72076882,0.068527402,0.174770965,0.012347034,0.01808444,0.011382553,0.022614202,0.007060352,0.007072636
OTU_218,0,0.001370821,0.170669434,0.779760603,0.006361323,0,0,0.001539527,0,0,0,0,0,0,0,0,0,0
OTU_249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_313,0,0,0,0,0,0.003050687,0,0,0,0,0,0,0,0,0,0,0.00141207,0
OTU_396,0,0.001370821,0,0,0,0,0,0,0,0,0,0,0.001371893,0,0,0,0,0
OTU_214,0,0.001370821,0,2.364284152,0,0.001525344,0.001530386,0,0.001490602,0.001483063,0,0,0.004115678,0.001391111,0.001422819,0,0.004236211,0
OTU_468,0,0,0,0,0,0,0,0.009237164,0,0.001483063,0,0,0,0,0,0,0,0
OTU_248,0,0,0,0,0,0,0.367292594,0.124701717,0.026830832,1.68031085,0.040746023,0.022551092,0.001371893,0,0.001422819,0.001739554,0,0
OTU_194,0,0,0,0,0,0,0.134673951,0.671233931,0.471030155,0.823100196,0.001852092,0.190274841,0,0.001391111,0,0,0,0
OTU_198,0,0,0,0,0,0,0,0,0,2.234976568,0,0,0.001371893,0,0,0,0,0.001768159
OTU_235,0,0,0,0,0,0,0.33974565,0.141636518,0.488917376,0.038559649,0.005556276,1.157152925,0,0,0,0,0,0
OTU_215,0,0,0,0,0,0,0,0,0,0.001483063,0,0,0,0.001391111,0,0,0,0
OTU_255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_200,0,0,0,0,0.001590331,0,0.001530386,2.270802864,0.001490602,0.001483063,0,0,0,0.002782222,0,0,0.002824141,0
OTU_240,0,0,0,0,0,0,0.003060772,0.020013856,0,0.001483063,0,0.001409443,0,0,0,0,0,0
OTU_207,0,0,0,0,0,0,0,0.001539527,0,0.001483063,0.077787861,0.00422833,0,0.001391111,1.991946843,0,0.008472422,0.003536318
OTU_298,0,0,0,0,0,0,0.254044045,0.010776692,0,0.001483063,0.001852092,0.001409443,0,0,0,0,0,0
OTU_410,0.00150184,0.008224924,0.712715555,0.378160453,0.760178117,0.027456185,0,0.001539527,0,0.038559649,0,0,0.001371893,0,0,0,0.00141207,0
OTU_247,0,0,0,0,0,0,0.120900479,0.441844354,0.848152399,0,0.005556276,0.731501057,0,0,0,0,0,0
OTU_314,0,0,0,0,0,0,0.026016559,0.001539527,0,0,0,0,0,0,0,0,0,0
OTU_230,0,0,0,0,0,0,0,0.012316219,0.001490602,1.838998636,0.357453744,0.001409443,0,0,0,0,0,0
OTU_219,0,0,0,0.003125293,0,0,0.004591157,2.203063659,0,0,0,0,0,0.001391111,0,0.001739554,0.002824141,0.003536318
OTU_231,0,0,0,0,0,0,0,0,0.001490602,0,0,0,0,0,0,0,0,0
OTU_239,0,1.956161154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001768159
OTU_717,0.013516558,0.023303952,0.892942478,0.278151077,0.216284987,0.003050687,0.001530386,0,0.032793239,0.001483063,0.005556276,0,0,0,0,0,0,0
OTU_581,0.00300368,0,0.009557488,0.023439697,0.001590331,0,0,0.004618582,0.005962407,0.001483063,0,0,0,0.063991097,0.001422819,0.003479108,0.00141207,0.010608954
OTU_246,0,0,0,0,0,0,0.820286794,0.009237164,0.113285733,0.014830634,0.005556276,1.093727977,0,0,0,0,0,0
OTU_343,0,0,0,0,0,0,0,0,0,0.002966127,0,0,0,0.001391111,0,0,0,0
OTU_224,0,0,0,0,0,0,0.001530386,0.003079055,0.002981204,0,0.011112552,0.002818887,0,0,0,0,1.94300884,0.003536318
OTU_404,0,0,0,0,0,0,0,0,0,0.001483063,0,0,0,0,0,0,0,0.001768159
OTU_265,0,0,1.875998416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_373,0,0.001370821,1.086822954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_283,0,0.234410341,0,0,0,0,0.852424896,0.167808483,0,0.744497835,0.005556276,0.001409443,0,0.001391111,0.001422819,0,0,0.003536318
OTU_286,0,0,0,0,0,0,0.229557872,0.612731891,0.186325219,0.551699591,0.314855629,0.104298802,0,0.001391111,0,0,0.00141207,0.001768159
OTU_370,0,0,0,0,0,0,0,0.001539527,0.834736983,0,0.012964644,1.052854123,0.001371893,0.001391111,0.001422819,0,0.002824141,0
OTU_317,0,0,0,0,0,0,0,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_569,0,0,0,0,0.001590331,0,0.433099184,0.415672389,0.277251927,0.010381444,0.905672958,0.009866103,0.002743785,0,0.001422819,0.003479108,0.002824141,0
OTU_217,0,0.002741641,0,2.093946307,0,0.001525344,0,0,0,0,0,0,0,0,0,0,0,0
OTU_261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_241,0,0,0,0,0,0,0,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_270,0.00300368,0.001370821,1.725809314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001422819,0.001739554,0,0
OTU_292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_268,0,0,0,0.567240679,0,0.050336338,0,0,0,0,0,0,0,0,0,0,0,0
OTU_457,0,0,0,0,0,0,0.984038076,0.112385498,0.468048951,0,0.438945789,0.002818887,0.001371893,0.001391111,0,0,0.00141207,0
OTU_376,0,0.001370821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_273,0,0,0,0,0,0,0,1.93980448,0,0,0.001852092,0,0,0,0,0,0.00141207,0
OTU_380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_289,0,0,0,0.001562646,0,0,0,0.826726195,0,0,0,0,0,0,0,0,0,0
OTU_295,0,0,0.045056731,0,0,0,0,0,0,0.002966127,0,0,0,0,0,0,0,0
OTU_344,0,0,0,0,0,0.012202749,0,0,0.002981204,0,0.022225103,0,0,0,1.751490403,0,0,0.003536318
OTU_335,0,0,0.001365355,0,0.986005089,0,0.004591157,0.001539527,0.002981204,0.005932254,0,0,0.005487571,0,0.004268458,0,0.00141207,0.001768159
OTU_263,0,0,0,0,0.003180662,0,0.097944692,0.223231468,0.020868425,0.016313698,0.016668827,1.220577872,0.001371893,0.001391111,0.004268458,0.003479108,0.005648282,0
OTU_267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_253,0,0,0,0,0,0,0,0,0.001490602,0.001483063,0,0,0,0,0,0,0,0
OTU_272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_282,0,0,0,0,0,0,0.007651929,0.006158109,0.005962407,0.005932254,2.109532717,0.001409443,0.001371893,0.008346665,0.002845638,0.003479108,0.007060352,0.005304477
OTU_264,0,1.544914941,0,0,0,0,0,0.001539527,0.001490602,0,0,0,0,0,0,0,0,0.003536318
OTU_312,0,0,0,0,0,0,0.021425401,0.007697637,0.007453009,0.005932254,2.055822051,0.005637773,0.013718927,0.004173332,0.009959734,0.005218662,0,0.001768159
OTU_446,0.021025757,0.001370821,0.001365355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_234,0.00150184,0,0.279897871,0.001562646,1.14980916,0.001525344,0.004591157,0,0.074530088,0,0,0,0.100148164,0.001391111,0.095328885,0,0.052246604,0.003536318
OTU_425,0,0.001370821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_497,0,0,0.001365355,0,0.001590331,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_304,0,0.001370821,0,1.742350845,0.001590331,0,0,0.001539527,0.001490602,0.001483063,0,0,0.001371893,0.002782222,0,0.003479108,0,0.001768159
OTU_402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001739554,0,0
OTU_324,0,0,0,0,0,0,0.151508195,0.383342314,0.05962407,0.29957881,0.012964644,0.739957717,0,0,0,0,0,0
OTU_642,0,0.001370821,0,0.001562646,0,0,0.088762377,0.001539527,0.096889114,0.394494869,1.20385976,0.00422833,0.004115678,0.002782222,0.002845638,0.003479108,0,0.003536318
OTU_505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_300,0,0,0,1.581398256,0,0,0,0,0,0,0.001852092,0,0,0,0,0.001739554,0,0
OTU_360,0,0,0,0,0,0,0.238740186,0.055422985,0.017887221,0.020762888,0.216694757,0.894996476,0,0,0,0,0,0
OTU_278,0,0,0,0,0,0,0.550938892,0.337156493,0.210174848,0.215044195,0.005556276,0.280479211,0,0,0,0,0,0
OTU_745,0,0,0,0,0,0,0.062745818,0.016934801,0.046208654,0.277332859,0.727872132,0.466525722,0.005487571,0.011128886,0.005691277,0.010437324,0.004236211,0.007072636
OTU_355,0,0,0,0,0,0,0.081110448,0.069278731,0.147569574,0.047458029,0.087048321,0.016913319,0.076825989,0.52027544,0.065449682,0.111331455,0.049422463,0.093712427
OTU_551,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001391111,0,0,0,0
OTU_291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_303,0,0,0,0,0,0,0.016834244,0.006158109,0.056642867,0.010381444,1.768747801,0.00422833,0.005487571,0.005564443,0.004268458,0.012176878,0.005648282,0.003536318
OTU_561,0.00150184,0.498978739,0.002730711,0,0.001590331,0,0.009182315,0.003079055,0.005962407,0.001483063,0.00926046,0,0.002743785,0.005564443,0,0.005218662,0.005648282,0.008840795
OTU_244,0,0,0,0,0,0,0,0.181664229,1.405637456,0,0.001852092,0.002818887,0,0,0,0,0,0
OTU_386,0,0,0,0,0,0,0,0,0,0,1.957661178,0,0.002743785,0,0,0.003479108,0,0.003536318
OTU_301,0,0,0,0,0,0,0.162220896,0.007697637,0.001490602,0.043008839,0.085196229,1.199436223,0.002743785,0.002782222,0.002845638,0.001739554,0.00141207,0
OTU_302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001739554,0.00141207,0
OTU_294,0.00150184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_879,0,0,0,0,0,0,0.010712701,0.004618582,0.016396619,0.692590615,0.012964644,0.00422833,0.021950283,0.005564443,0.008536915,0.158299412,0.009884493,0.180352217
OTU_348,0.040549673,0.027416414,0.004096066,0.017189111,0.001590331,0.001525344,0,0.001539527,0.001490602,0.005932254,0.001852092,0,0,0.001391111,0,0,0,1.479949077
OTU_307,0,0,0.214360809,0,0,0,0,0,0,0,0,0,0,0.001391111,0,0.001739554,0,0
OTU_499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001739554,0,0
OTU_318,0,0,0,0.001562646,0,0.001525344,0.001530386,0,0.007453009,0.037076585,0.001852092,0,0.024694068,0,1.109798956,0,0,0.003536318
OTU_454,0,0,0,0,0,0,0.104066235,0.001539527,0.001490602,0.002966127,1.637249273,0,0.001371893,0.001391111,0.002845638,0.005218662,0,0.001768159
OTU_395,0,0,0,0,0,0,0.004591157,0.001539527,0,0.66441241,0,0,0.030181639,0.002782222,0.001422819,0,0.196277782,0.601174058
OTU_500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_325,0,0.015079028,0,1.103228428,0.001590331,0.003050687,0.052033118,0.001539527,0,0.001483063,0.070379494,0,0.001371893,0,0.169315482,0.001739554,0.00141207,0.001768159
OTU_1399,0,0,0,0,0.001590331,0,0,0,0,0,0,0,0,0,0,0,0,0.001768159
OTU_296,0,0,0,0,0,0,0,0.010776692,0,0.001483063,0,0,0,0,0,0,0,0
OTU_436,0.717879402,0.001370821,0,0.025002344,0,0,0,0,0,0,0,0,0.002743785,0.023648884,0,0,0,0.735554141
OTU_320,0,0,0,0,0,0,0,0.001539527,0.002981204,0,0.005556276,0.00422833,0,0.026431105,0,0.036530634,1.245446073,0.001768159
OTU_433,0,0,0,0,0,0,0,0,0,0.155721659,0,0,0,0,0,0.003479108,0,0
OTU_434,0.00150184,0,0,0.001562646,0,0,0.039790031,0.711261643,0.014906018,0.096399122,0,0.001409443,0.042528673,0.001391111,0,0.036530634,0,0.068958201
OTU_424,0,0,0,0,0,0,0,0,0,0.002966127,0.001852092,0,0,0,0,0,0,0
OTU_321,0,0,0,0,0,0.001525344,0,0,0,0.001483063,0,0,0,0,0,0,0,0
OTU_431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_308,0,0,0,0,0,0,0.157629738,0.05234393,0.013415416,0,0.025929287,1.045806906,0,0,0,0,0.00141207,0
OTU_316,0,0,0,0,0,0,0.006121543,0,0,0,0.001852092,0,0,0,0,0,0,0
OTU_305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_451,0,0,0,0,0,0.001525344,0.006121543,0.024632438,0.632015145,0.05635641,0.683421925,0.001409443,0.006859463,0.002782222,0.007114096,0.003479108,0.00141207,0.007072636
OTU_293,0,0.002741641,0.001365355,1.334500109,0.001590331,0.004576031,0,0,0,0,0,0,0,0,0,0,0,0
OTU_328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_337,0,0,0,0,0,0,0.003060772,0,0.001490602,0,0.127794344,1.093727977,0,0,0,0,0.002824141,0
OTU_515,0,0,0,0,0,0,0.001530386,0,0.234024476,0,0,0,0,0,0,0,0,0
OTU_391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_414,0,0,0,0,0,0,0,0,0,0.00444919,0,0,0,0,0,0,0,0
OTU_357,0,0.001370821,0,1.296996593,0.001590331,0,0.001530386,0.003079055,0.001490602,0,0.001852092,0.021141649,0,0,0,0.001739554,0,0
OTU_368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_493,0,0,0,0,0,0,0.355049508,0.177045647,0.599221906,0.043008839,0.025929287,0.07751938,0,0,0.005691277,0,0,0
OTU_426,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001391111,0,0,0,0
OTU_527,0.00150184,0,0.001365355,0,0,0,0.618275867,0.100069279,0.007453009,0.011864507,0.557479673,0.001409443,0.010975141,0.001391111,0.002845638,0.001739554,0.008472422,0.008840795
OTU_330,0,0,0,0,0,0,0,0.001539527,0.001490602,0.001483063,0,0,0.002743785,0,1.156751988,0,0,0
OTU_447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_366,0,0,0,0.001562646,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_383,1.000225276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141207,0
OTU_309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_336,0,0,0,0,0,0,0.13161318,0.74205219,0.041736849,0.001483063,0.392643491,0.001409443,0,0,0,0,0.00141207,0
OTU_1018,0,0,0,0.001562646,0,0,0.217314785,0.018474328,0.672261392,0.00889838,0.196321745,0.07751938,0.001371893,0.006955554,0.002845638,0.005218662,0.005648282,0.001768159
OTU_374,0,0,0.083286684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_845,0,0,0,0.051567334,0,0.202870697,0.895275699,0.010776692,0.022359026,0.001483063,0.070379494,0,0.001371893,0,0,0,0,0
OTU_389,0,0,0.001365355,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141207,0
OTU_353,0,0,0,0,0,0,0.19741977,0.178585174,0.083473698,0.740048644,0.003704184,0.00845666,0,0,0,0,0,0
OTU_641,0,0,0,0,0,0,0,0,0,0,0.001852092,0,0,0,0,0,0,0
OTU_323,0,0,0.009557488,0,0,0.001525344,0,0,0,0,0,0,0,0,0,0,0,0
OTU_416,0.015018398,0.071282677,0.076459906,0.139075538,0.351463104,0.375234522,0.13161318,0.003079055,0.013415416,0.002966127,0,0,0,0,0,0,0,0
OTU_532,0,0,0,0,0,0,0.009182315,0.155492264,0.077511291,0.00889838,1.031615209,0.005637773,0.010975141,0.005564443,0.005691277,0.001739554,0.008472422,0.008840795
OTU_469,0.006007359,0,0,0.145326124,0.004770992,0.009152062,0.096414306,0.004618582,0.008943611,0.384113425,0.059266942,0.078928823,0.004115678,0.006955554,0.002845638,0,0,0.010608954
OTU_341,0,0,0,0,0,0.001525344,0,0,0,0,0,0.001409443,0,0,0,0,0,0
OTU_439,0,0,0,0,0,0,0.153038581,0.001539527,0.017887221,0.701488996,0.125942252,0.136715997,0.001371893,0,0,0,0.005648282,0
OTU_432,0,0,0,1.228240148,0.001590331,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_502,0,0,0,0,0,0,0.038259645,0.777461319,0.053661663,0.179450673,0.096308781,0,0.005487571,0.004173332,0.002845638,0.005218662,0,0.005304477
OTU_437,0,0.001370821,0,1.153233116,0,0.001525344,0,0,0.001490602,0.035593522,0,0,0,0,0,0,0.005648282,0
OTU_619,0,0,0,0,0,0,0,0,0,0,0,0.001409443,0,0,0,0,0,0
OTU_333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1234,0.00150184,0.001370821,0.001365355,0.001562646,0,0.001525344,0.007651929,0.106227388,0.002981204,0,0.027781379,0.410147992,0.002743785,0,0.004268458,0,0.002824141,0.003536318
OTU_326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_483,0,0,0,0,0,0,0.006121543,0.010776692,0.005962407,0.001483063,0.450058341,0,0.008231356,0.008346665,0.672993469,0.003479108,0.007060352,0.008840795
OTU_460,0.00150184,0,0,0,0,0,0.110187778,0.001539527,0,0.005932254,0,0.966878083,0,0,0,0,0,0
OTU_377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_441,0,0,0,0,0,0,0.172933597,0.049264876,0.691639215,0.016313698,0.209286389,0,0.001371893,0,0.001422819,0,0.00141207,0
OTU_508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_371,0,0,0,0,0,0,0,0,0,0,1.020502658,0,0,0,0.284563835,0.001739554,0.00141207,0
OTU_387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00141207,0
