,DS1_L_1,DS1_L_2,DS1_L_3,DS1_L_4,DS1_L_5,DS1_L_6,DS2_L_1,DS2_L_2,DS2_L_3,DS2_L_4,DS2_L_5,DS2_L_6,DS3_L_1,DS3_L_2,DS3_L_3,DS3_L_4,DS3_L_5,DS3_L_6
OTU_1411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1427,0,0,0,0,0,0,0.001530386,0,0.001490602,0.00889838,0.001852092,0.011275546,0.001371893,0,0.001422819,0,0.00141207,0.001768159
OTU_1437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1505,0,0,0,0,0,0,0.050502732,0,0,0.002966127,0,0,0.001371893,0,0.001422819,0.001739554,0.00141207,0
OTU_1508,0,0,0,0,0,0,0.070397747,0,0,0,0,0,0,0,0,0,0,0
OTU_1530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1301,0,0,0,0,0,0,0,0.067739204,0,0,0,0,0,0,0,0,0.00141207,0
OTU_1460,0,0,0,0,0,0,0.022955787,0.006158109,0.002981204,0.020762888,0.00926046,0.002818887,0.001371893,0.001391111,0,0,0,0
OTU_1569,0,0,0,0,0,0,0.001530386,0.003079055,0.004471805,0.00444919,0.001852092,0,0.002743785,0.002782222,0.001422819,0,0.00141207,0.005304477
OTU_1578,0,0,0,0,0,0,0.007651929,0.006158109,0.001490602,0.043008839,0.001852092,0,0,0,0,0,0,0.001768159
OTU_1618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1816,0,0,0,0,0,0,0,0.024632438,0.001490602,0,0.016668827,0,0,0,0.001422819,0.001739554,0,0
OTU_1182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1573,0,0,0,0,0,0,0,0.003079055,0.001490602,0.001483063,0.04815439,0.001409443,0.001371893,0.001391111,0,0.001739554,0.002824141,0.003536318
OTU_1625,0,0,0,0,0,0,0.003060772,0.003079055,0.002981204,0.001483063,0.00926046,0,0.017834605,0.002782222,0.007114096,0.010437324,0.004236211,0.003536318
OTU_1716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1309,0,0,0,0,0.001590331,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1356,0.00150184,0,0,0.010938525,0,0,0.052033118,0,0,0,0,0,0,0,0,0,0,0
OTU_1372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1630,0,0,0.001365355,0,0,0,0,0,0,0.005932254,0,0,0.004115678,0,0,0,0.00141207,0.014145272
OTU_1631,0,0,0,0,0,0,0,0,0,0,0.072231586,0,0,0,0,0,0,0.005304477
OTU_1794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1466,0,0,0,0,0,0,0.003060772,0.003079055,0.001490602,0,0.05741485,0.001409443,0,0,0.001422819,0.003479108,0.00141207,0
OTU_1559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1579,0,0,0,0,0,0,0,0,0,0,0.075935769,0,0,0,0,0,0,0.001768159
OTU_1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1645,0,0,0,0,0,0,0,0,0,0,0.001852092,0,0,0,0,0,0,0
OTU_1715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1336,0,0,0,0,0,0,0,0,0,0,0.075935769,0,0,0,0,0,0,0
OTU_1425,0,0,0,0,0,0,0,0.061581095,0,0,0,0,0,0,0,0.001739554,0,0
OTU_1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1847,0,0,0,0,0,0,0,0,0,0.029661268,0.014816736,0.012684989,0,0,0,0,0,0.001768159
OTU_1379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1698,0,0,0,0,0,0,0,0,0,0,0.074083678,0,0,0,0,0,0,0
OTU_1699,0,0,0,0,0,0,0,0,0,0,0.072231586,0,0,0,0.001422819,0,0,0
OTU_1718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1747,0,0,0,0,0,0,0,0.049264876,0,0,0,0,0,0,0,0,0,0
OTU_1795,0,0,0,0,0,0,0,0.001539527,0.001490602,0,0,0,0,0,0,0.003479108,0,0
OTU_1802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1450,0.051062552,0,0.001365355,0,0.001590331,0,0.003060772,0,0,0,0.001852092,0,0,0,0,0,0,0
OTU_1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1678,0,0,0,0,0,0,0,0.006158109,0.001490602,0.00444919,0.022225103,0.00422833,0.001371893,0.002782222,0.002845638,0.001739554,0.00141207,0
OTU_1701,0,0,0,0,0,0,0,0,0,0,0.06667531,0.00422833,0,0,0,0,0,0
OTU_1755,0,0,0,0,0,0,0,0,0,0,0.072231586,0,0,0,0,0,0,0
OTU_1822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1357,0,0,0,0,0,0,0.044381188,0,0,0,0.007408368,0,0,0,0,0.001739554,0.00141207,0
OTU_1441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1534,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001391111,0,0,0,0
OTU_1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1758,0,0,0,0,0,0,0,0,0,0,0.059266942,0,0,0,0,0,0,0
OTU_1769,0,0,0,0,0.001590331,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1623,0,0,0,0,0,0,0.007651929,0,0,0.013347571,0.003704184,0.001409443,0,0,0,0,0,0
OTU_1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1424,0,0,0,0,0,0,0.026016559,0,0.02534023,0.001483063,0,0,0,0,0,0,0,0
OTU_1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1583,0,0,0,0,0.001590331,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1805,0,0.002741641,0,0.028127637,0,0,0,0,0.001490602,0.001483063,0,0,0,0,0,0,0,0
OTU_1845,0,0,0,0,0,0,0.001530386,0.001539527,0.005962407,0,0,0,0,0.002782222,0,0.001739554,0.00141207,0.001768159
OTU_1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1502,0,0,0,0,0,0,0,0,0.001490602,0,0,0,0,0.001391111,0,0,0,0
OTU_1527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1694,0,0,0,0,0,0,0.010712701,0,0,0.002966127,0.035189747,0,0,0,0,0,0,0
OTU_1736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1748,0,0,0,0,0,0,0.001530386,0.004618582,0.004471805,0.001483063,0.001852092,0,0.002743785,0.004173332,0.004268458,0.005218662,0.002824141,0.003536318
OTU_1799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1866,0,0,0,0,0,0,0,0,0.001490602,0,0,0,0,0,0,0,0,0
OTU_1343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1347,0,0,0,0.046879395,0,0,0,0,0,0,0.005556276,0,0,0,0,0,0,0
OTU_1385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1568,0,0,0,0,0,0,0.02907733,0,0.001490602,0,0.003704184,0,0,0,0,0,0,0
OTU_1700,0,0,0,0,0,0,0,0.001539527,0.001490602,0,0.038893931,0,0,0.001391111,0,0.003479108,0,0
OTU_1777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1843,0.006007359,0,0.002730711,0,0,0,0.001530386,0.001539527,0.004471805,0.001483063,0.007408368,0.011275546,0,0,0.004268458,0.003479108,0.002824141,0.001768159
OTU_1444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1685,0,0,0,0,0,0,0,0,0,0,0.059266942,0,0,0,0,0,0,0
OTU_1697,0,0,0,0,0,0,0.001530386,0,0.001490602,0.002966127,0.024077195,0,0.002743785,0.001391111,0.001422819,0.003479108,0.004236211,0.003536318
OTU_1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1756,0,0,0,0,0,0,0,0,0,0,0.059266942,0,0,0,0,0,0,0
OTU_1382,0,0,0,0.046879395,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1428,0,0,0,0,0,0,0,0,0,0.043008839,0,0.001409443,0,0,0,0,0,0
OTU_1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044107394,0,0,0
OTU_1753,0,0,0,0,0,0,0,0,0,0,0.053710666,0,0,0,0,0,0,0
OTU_1788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1811,0,0,0,0,0,0,0,0,0,0,0.001852092,0,0,0,0,0,0,0
OTU_1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1509,0,0,0,0,0,0,0.001530386,0,0,0,0.042598115,0,0,0,0,0.001739554,0,0.003536318
OTU_1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1767,0,0,0,0,0,0,0,0,0,0,0.001852092,0,0,0,0,0,0,0
OTU_1806,0,0,0,0.025002344,0,0,0,0,0,0,0,0.001409443,0,0,0,0,0,0
OTU_1832,0,0,0,0,0,0,0.003060772,0.020013856,0,0,0.018520919,0,0.004115678,0,0,0,0,0
OTU_1860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1672,0,0,0,0,0,0,0,0,0.001490602,0.001483063,0.033337655,0,0,0,0.001422819,0,0,0
OTU_1714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1726,0,0,0,0,0,0.012202749,0,0.006158109,0.001490602,0,0.020373011,0,0,0,0.001422819,0,0,0
OTU_1749,0,0,0,0,0,0,0,0.044646294,0,0,0,0,0,0,0,0,0,0
OTU_1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050447065,0,0
OTU_1870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1621,0,0,0,0,0,0,0.021425401,0,0,0.011864507,0.001852092,0,0,0,0,0,0,0
OTU_1648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1626,0,0,0,0,0,0,0,0,0.040246247,0,0,0,0,0,0,0,0,0
OTU_1673,0,0,0,0,0,0,0,0.004618582,0,0.001483063,0.003704184,0.002818887,0,0,0,0.001739554,0,0.001768159
OTU_1704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1752,0,0,0,0,0,0,0,0,0,0.001483063,0.042598115,0,0.001371893,0,0,0,0,0
OTU_1764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001739554,0,0
OTU_1790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1841,0,0,0,0,0,0,0.003060772,0.001539527,0.002981204,0,0.005556276,0,0.002743785,0.004173332,0.008536915,0.003479108,0.004236211,0.005304477
OTU_1646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1689,0,0,0,0,0,0,0,0,0,0,0.04815439,0,0,0,0,0,0,0
OTU_1725,0,0,0,0.003125293,0.0206743,0.012202749,0,0,0,0.001483063,0,0,0,0.001391111,0.001422819,0,0,0
OTU_1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1839,0,0,0,0,0,0,0.036729259,0.003079055,0,0,0,0,0,0,0,0,0,0
OTU_1878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1510,0,0,0,0,0,0,0.036729259,0,0,0,0.001852092,0,0,0,0,0,0,0
OTU_1587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1679,0,0,0,0,0,0,0,0.038488184,0,0,0,0,0,0,0,0,0,0
OTU_1733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1754,0,0,0,0,0,0,0,0,0,0,0.046302298,0,0,0,0,0,0,0
OTU_1828,0,0,0,0,0,0,0.038259645,0,0,0,0,0,0,0,0,0,0,0
OTU_1834,0,0,0,0,0,0,0.007651929,0.007697637,0.001490602,0,0,0,0,0.002782222,0.001422819,0.005218662,0.00141207,0.012377113
OTU_1851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1574,0,0,0,0,0,0,0,0,0.035774442,0,0,0,0,0,0,0,0,0
OTU_1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1622,0,0,0,0,0,0,0.013773472,0,0.017887221,0,0,0,0,0,0,0,0,0
OTU_1693,0,0,0,0,0,0,0,0,0,0,0.029633471,0.00422833,0,0,0,0,0,0
OTU_1695,0,0,0,0,0,0,0,0,0,0,0.044450207,0,0,0,0,0,0,0
OTU_1757,0,0,0,0,0,0,0.003060772,0,0,0.001483063,0.022225103,0,0,0,0,0,0,0
OTU_1844,0,0,0,0,0,0,0,0.001539527,0.001490602,0,0,0,0.001371893,0.001391111,0.001422819,0.003479108,0.004236211,0.001768159
OTU_1846,0,0,0,0,0,0,0,0,0,0.001483063,0.022225103,0,0,0,0,0.001739554,0,0
OTU_1857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001422819,0,0,0
OTU_1871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1659,0.00300368,0.009595745,0,0.010938525,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1683,0,0,0,0,0,0,0.001530386,0.001539527,0,0.001483063,0.022225103,0.001409443,0,0,0,0,0,0
OTU_1690,0,0,0,0,0,0,0,0,0,0,0.040746023,0,0,0.001391111,0,0,0,0
OTU_1868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1633,0,0,0,0,0,0,0,0,0.001490602,0.002966127,0.014816736,0.001409443,0,0.001391111,0,0.001739554,0,0.001768159
OTU_1739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1838,0,0,0,0,0,0,0.032138102,0,0,0,0.001852092,0,0,0,0,0,0,0
OTU_1850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1451,0,0.028787235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1523,0,0,0,0,0,0,0,0,0,0,0,0.026779422,0,0,0,0,0,0.001768159
OTU_1663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1773,0,0,0,0,0,0,0,0,0,0,0,0,0.005487571,0,0.011382553,0.012176878,0,0.001768159
OTU_1571,0,0,0,0,0,0,0,0.02925102,0,0,0,0,0,0,0,0,0,0
OTU_1825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1831,0,0,0,0,0,0,0.001530386,0.003079055,0.002981204,0,0.012964644,0,0.002743785,0,0.001422819,0.005218662,0,0.001768159
OTU_1581,0,0,0.001365355,0,0,0,0,0,0,0,0,0.022551092,0,0,0,0,0,0
OTU_1724,0,0,0,0.02656499,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU_1815,0,0,0,0,0,0,0,0,0,0,0.001852092,0,0.001371893,0,0,0,0,0
OTU_1821,0,0,0,0,0,0,0,0,0,0,0.001852092,0,0,0,0,0,0,0
OTU_1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
