Genus,SRR30617128,SRR30617129,SRR30617130,SRR30617131,SRR30617132,SRR30617133,SRR30617134,SRR30617135,SRR30617136,SRR30617137,SRR30617138,SRR30617139,SRR30617140,SRR30617141,SRR30617142,SRR30617143,SRR30617144,SRR30617145,SRR30617146,SRR30617147,SRR30617148,SRR30617149,SRR30617150,SRR30617151,SRR30617152,SRR30617153,SRR30617154,SRR30617155,SRR30617156,SRR30617157,SRR30617158,SRR30617159,SRR30617160,SRR30617161,SRR30617162,SRR30617163,SRR30617164,SRR30617165,SRR30617166,SRR30617167,SRR30617168,SRR30617169,SRR30633102,SRR30633103,SRR30633104,SRR30633105,SRR30633106,SRR30633107,SRR30633108,SRR30633109,SRR30633120,SRR30633121,SRR30633190,SRR30633191,SRR30633192,SRR30633193,SRR30633194,SRR30633195,SRR30633196,SRR30633197,SRR30633208,SRR30633209,SRR30633243,SRR30633244,SRR30633245,SRR30633246,SRR30633247,SRR30633248,SRR30633249,SRR30633250,SRR30633251,SRR30633252,SRR30633253,SRR30633254,SRR30633255,SRR30633266,SRR30633267,SRR30633297,SRR30633298,SRR30633299,SRR30633300,SRR30633301,SRR30633302,SRR30633303,SRR30633312,SRR30633313,SRR30663788,SRR30663789,SRR30663790,SRR30663791,SRR30663792,SRR30663793,SRR30663794,SRR30663795,SRR30663806,SRR30663807,SRR30663808,SRR30663809,SRR30663810,SRR30663811,SRR30663812,SRR30663813,SRR30663814,SRR30663815,SRR30663826,SRR30663827,SRR30663829,SRR30663830,SRR30663831,SRR30663832,SRR30663833,SRR30663834,SRR30663835,SRR30663845,SRR30663846,SRR30663862,SRR30663863,SRR30663864,SRR30663865,SRR30663866,SRR30663869,SRR30663870,SRR30663874,SRR30663875,SRR30663876,SRR30663877,SRR30663878,SRR30663883,SRR30663884,SRR30663908,SRR30663909,SRR30663910,SRR30663911,SRR30663912,SRR30663918,SRR30663919,SRR30663920,SRR30663921,SRR30663922,SRR30663923,SRR30663924,SRR30663925,SRR30663926,SRR30663927,SRR30663936,SRR30663937,SRR30664010,SRR30664011,SRR30664012,SRR30664013,SRR30664014,SRR30664015,SRR30664016,SRR30664017,SRR30664028,SRR30664029,SRR30688664,SRR30688665,SRR30688666,SRR30688667,SRR30688668,SRR30688669,SRR30688670,SRR30688680,SRR30688681
Chroogloeocystis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022396417,0.012724265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001410676,0.00145728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008779631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018287975,0
Chryseobacterium,0.30357952,1.144356671,6.092653844,0.941196069,1.145290847,0.244428469,1.876569788,0.187360051,0.064519,0.444378366,0.094084105,0.663344894,3.189204915,5.285868393,0.392264185,0.023501763,0.791098862,1.18799841,0.196855238,0.091248621,0.160348185,0.06320055,0.015459364,0.024365812,0.113705476,0.190327883,0.037646093,0.571615816,0.151997535,0.237771351,1.473529532,0.159604039,0.453036445,0.270798116,0.143393788,0.935397242,0.154932439,0.117390861,0.079449666,0.193939947,0.218472666,0.183722458,0.051933336,4.820941169,8.309025395,0.694964503,0.841386856,0.84762693,0.322153309,1.370863076,0.734169471,1.143198715,0.11476202,1.789196009,0.212765957,0.407176486,0.070224719,0.203402367,0.783715548,0.095370446,4.073448713,0,0.011498218,0,0.230367911,1.679328269,0.667587477,0.112296463,1.038521918,0.056373758,0.068103021,0.554455446,0.05866426,0,0.011491611,0.048611111,0.820428022,0.05889099,0.840580916,0.586166471,0.705064075,0.728584045,2.226693494,0.851537798,0.12908778,0.015311591,0.751959706,1.402460707,2.00889118,0.621054695,0.209643606,0.184787537,0.152415231,0.638553402,0.498344783,4.859055313,1.829831448,0.740983914,3.523149713,2.579841241,0.824457733,0.904845301,0.597993827,10.16135229,1.178481468,0.283011553,0.134220643,0.242048334,1.028615199,0.039946073,0.819118056,0.086586605,0.461322458,0.059296594,0.482440002,0.003649036,0.004642148,0.002936901,0,0.002046559,0,0,0.34693222,0.182877351,0.291304593,0.168315822,0.023933412,0.000767896,0,0.59719557,1.939178135,0.501355921,1.002786005,1.413529929,1.2454526,1.454092231,15.3124665,0.358251058,1.927658986,9.270904632,2.233860538,1.731167014,4.353280642,1.542061452,3.565505804,4.474557248,0.635103926,0.236068111,0.232799526,0.115091999,0.045537725,0.026263263,0.162047427,0.05621333,0.167304904,0.294013094,0.636077243,0.073212025,0.365979302,0.169348581,0.005595837,0.411741267,0.018852905,0.523577941,0.385775553
Chryseolinea,0,0.01623201,0,0,0,0.002875629,0,0,0,0.026431427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031731761,0,0,0.029126921,0,0,0.016327197,0.100425013,0,0,0.016157046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021039344,0,0,0,0,0,0,0,0.086325967,0,0,0,0,0,0,0,0,0,0,0,0.004161292,0,0,0,0,0,0,0,0.00177349,0,0.00386573,0.00705744,0,0.004277489,0,0.001691532,0,0,0,0,0,0,0,0.014594279,0,0.028812908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003633325,0,0.00072864,0,0,0,0,0,0.014228799,0,0.002996883,0.008559812,0.003323639,0,0,0,0.004990874,0.000803258,0,0,0.00287698,0,0.001650519,0,0,0,0,0,0.000875442,0,0,0,0,0,0,0,0,0,0,0,0,0
Chryseomicrobium,0,0,0,0.041645844,0.022067261,0,0,0,0.026697517,0,0,0.00757243,0,0,0,0,0,0.04911017,0,0,0,0,0,0,0,0,0,0,0,0,0.032654394,0,0,0.011488405,0,0,0,0,0,0,0,0.00268208,0,0,0,0,0,0,0,0,0.006118079,0,0,0,0,0,0,0,0.021039344,0.00272487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.020806458,0,0,0.01471887,0.003353454,0.007185973,0.005378657,0,0,0,0,0.00156832,0,0,0,0,0.001423842,0,0,0,0,0.004615101,0,0,0,0.019208605,0.031486146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001410676,0.005100479,0,0,0,0,0,0.003347953,0.007030927,0.001997922,0,0.003323639,0,0,0.013834873,0.01069473,0,0.001716576,0.000896106,0,0,0,0,0,0,0,0,0,0,0,0,0.013330568,0,0,0,0,0.000799405,0.004150618,0,0,0
Chthoniobacter,0,0,0,0.224887556,0.041927796,0,0.019136467,0,0,0.080946245,0,0,0,0,0.027367269,0,0,0.05144875,0.068899333,0.099736864,0.032069637,0.06505939,0.028710247,0.004060969,0.066107835,0,0.00855593,0.109225952,0.024648249,0.033150813,0.05714519,0.028692861,0.047688047,0.091907239,0.12319748,0.001508705,0.020319008,0.001701317,0.007751187,0.022816464,0,0.020115598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00354698,0.091031932,0.014174344,0.018035679,0,0.058173854,0.033972069,0.003383064,0.001423842,0.011666399,0,0,0,0,0,0,0.003858025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001284934,0.214366166,0,0.177788141,0.001772845,0,0,0.003185043,0.000962371,0.003347953,0.007030927,0.000998961,0.008559812,0.00166182,0.005359631,0.026798307,0.095306904,0.016398585,0.022491224,0,0.022402638,0.042195711,1.877865574,0.041262977,0,0.003869969,0,0.017936415,0,0,0,0,0,0.000740587,0,0,0.015377282,0.001349391,0,0.004150618,0,0.002031997,0
CL500-29_marine_group,0,0,0.033707628,0.099950025,0.048547974,0,0,0.027418544,0,0.046254997,0.001425517,0,0,0,0.255427842,0,0.199050681,0.140314773,0.086124166,0.012732366,0.004581377,0.00185884,0.044169611,0,0.010577254,0.021628169,0,0,0.008216083,0.003429394,0,0.01434643,0,0.004923602,0.103001171,0.006034821,0.017779132,0,0,0.009126586,0.003702927,0.006705199,0,0,0,0,0,0,0,0,0,0.003735944,0,0,0,0,0,0,0,0,0,0.013618412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008322583,0,0,0,0,0,0,0,0.008867449,0,0.002577154,0,0.000822132,0,0.011017968,0,0.004271527,0.020416199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.826446281,0,0,0,0.005139737,0.044811007,0.011990746,0.08743679,0.001772845,0,0,0.000796261,0.002887114,0.004184941,0.009667525,0,0.004279906,0.00166182,0.001339908,0.001410437,0.015372081,0.005703856,0.019278192,0.010299457,0.011649372,0.050826652,0.013657204,0.006602076,0,0,0,0,0,0,0,0,0.004957182,0.001481174,0,0,0,0,0,0,0.001396512,0,0
CL500-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018325507,0,0,0,0.074040775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001951029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cloacibacterium,0.09515179,0.01623201,0,0,0,0,0,0,0,0.003303928,0,0,0.005541625,0.003656775,0,0,0.045934773,0.018708636,0.004921381,0,0,0,0,0,0,0.004325634,0,0,0.032864332,0,0.004081799,0.003586608,0,0.003282401,0,0.001508705,0,0,0,0,0,0,0,0,0.004289636,0.002995537,0,0.002853963,0,0,0,0,0,0.068815231,0,0.050897061,0,0,0.08941721,0,0.025327142,0,0,0,0.081306322,0,0,0,0,0.056373758,0.012382368,0,0,0.007975754,0,0.020833333,0.003179954,0,0.058258083,0.00325648,0.004763946,0,0.01676727,0.010778959,0.005378657,0,0.00177349,0,0.001288577,0.043912958,0.030418876,0.041063897,0.111097849,0.023681451,0.01281458,0.014582999,0,0,0,0.009230201,0,0,0.003858025,0.057625816,0,0,0.000674476,0,0,0,0,0,0,0,0,0.001824518,0,0,0,0,0,0,0.007709605,0.019377733,0.007758718,0.006557759,0,0,0,0.025480344,0.008661342,0.00920687,0.017577318,0,0.003566588,0,0.005359631,0,0.039967411,0.039214009,0.1052268,0.080679078,0.027779271,0.007671948,0.083894254,0,0,0,0,0,0.037948104,0.006128095,0.019780437,0.000878333,0.043375345,0.033326421,0.006012072,0.001525251,0,0.058698512,0.000799405,0.055618276,0.009077325,0.071119901,0.091313894
Clostridium_sensu_stricto_1,0.004531038,0.089276052,0.029494175,0.06663335,0.112543031,0.025880661,0,0,0.004449586,0.19327981,0,0,0,0,0.100346652,0,0.045934773,0.173054886,0.551194665,0,0.045813767,0.053906352,0.013250883,0,0,0.03460507,0.003422372,0.047331246,0,0.016003841,0.0020409,0.005379911,0.003668311,0.006564803,0.026255201,0.010560937,0,0.006805267,0.003875593,0.004563293,0.03209203,0.006705199,0,0,0,0,0,0,0,0.008111616,0,0.003735944,0.332205847,0.034407616,0,0.050897061,0,0.064718935,0.010519672,0.00272487,0.016884762,0,0,0.07082153,0.013551054,0,0,0,0,0.00704672,0,0,0,0,0,0,0,0,0.008322583,0.019538882,0,0.025758022,0.013413816,0,0,0,0.00354698,0.025602731,0.019328652,0.107429916,0.009865581,0.013687966,1.388264027,0.010994959,0.035596056,0.0072915,0,0,0.016897601,0,0.003538445,0.00729714,0,0.009604303,0.004498021,0,0.002473077,0,0,0,0.003976301,0,0,0.007412074,0,0,0,0,0,0,0,0,0.034693222,0.014533299,0.061364406,0.032788796,0.001772845,0,0,0.03105417,0.00769897,0.007532894,0.00439433,0.044953249,0.017119623,0.003323639,0.018758709,0.060648801,0.009223249,0.035649099,0.058637835,0.034331522,0.023298744,0.050826652,0.069261535,0.003301038,0.005248793,0.00128999,0.043001186,0.032883428,0.027828609,0.009629863,0.012172577,0.015809999,0.004957182,0.006665284,0.044489335,0,0,0.035084168,0.002398216,0.034865188,0.00488779,0.001354665,0.053351938
Clostridium_sensu_stricto_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017667845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007093959,0,0,0,0,0,0,0,0.002135763,0.017499599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007709605,0,0.004232028,0,0,0,0,0,0,0,0,0,0,0.009970918,0,0,0,0,0,0,0.001792211,0,0,0,0,0,0,0,0,0,0,0,0.001239296,0,0,0,0,0,0,0,0,0,0
Clostridium_sensu_stricto_12,0,0.054106698,0.002106727,0,0.103716127,0,0,0.132522963,0.004449586,0,0,0,0.001385406,0.010970325,0.009122423,0,0.051038636,0.084188864,0.125495214,0,0,0,0.015459364,0.002707312,0,0,0,0.043690381,0.039026394,0.013717578,0.018368097,0.016139734,0,0.02297681,0.010098154,0,0,0,0,0.002281646,0.001234309,0,0,0,0,0,0,0,0,0.004055808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002673725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002577154,0.0039208,0,0.000855498,0.000918164,0.002537298,0,0.0029166,0,0,0,0.004615101,0,0,0,0,0,0.003876871,0,0,0,0.004993259,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010899975,0.00352669,0.00072864,0.004432113,0,0,0,0,0,0,0.003995844,0.009273129,0,0,0,0.009223249,0,0,0,0.006272739,0.007671948,0,0.004951557,0,0,0,0,0.008432912,0,0.002282358,0,0,0.008146459,0.027655532,0,0,0.003373478,0,0,0.001396512,0,0
Clostridium_sensu_stricto_13,0,0,0.008426907,0,0,0,0,0,0,0,0,0.003028972,0.005541625,0.001828388,0,0,0,0,0,0,0.004581377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00134104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00422119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000796261,0,0,0,0,0,0,0,0,0.003074416,0.002138946,0.004819548,0.00429144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003320494,0,0,0
Clostridium_sensu_stricto_3,0,0,0,0,0.008826904,0,0,0,0,0,0,0,0,0,0.045612115,0,0.020415454,0,0.041831738,0,0.02748826,0,0,0,0,0,0,0.02184519,0,0,0,0,0,0,0,0,0,0,0,0,0.009874471,0.00268208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00354698,0,0.001288577,0.00078416,0.002466395,0.001710996,0,0,0,0,0,0,0,0,0,0,0.011574074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001284934,0,0,0,0,0,0,0.005573825,0.012510827,0.00920687,0.001757732,0,0.007133176,0.003323639,0.010719263,0.016925247,0.006148832,0.012120694,0,0.002574864,0.001792211,0.003835974,0.011706175,0,0,0,0,0,0,0,0,0,0,0,0,0.007626253,0,0,0.002398216,0,0,0,0
Clostridium_sensu_stricto_5,0,0,0,0,0,0,0,0,0,0,0,0,0.005541625,0,0.009122423,0,0,0,0,0,0.006872065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007471887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005508984,0.001691532,0,0.0058332,0,0,0,0,0,0.014594279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006736599,0.004184941,0.001757732,0,0,0.004985459,0,0,0,0,0.00401629,0.009441169,0,0.000958993,0.001951029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006640988,0,0.002031997,0
Clostridium_sensu_stricto_8,0,0,0,0.1332667,0.006620178,0,0,0.073116118,0,0,0,0,0,0,0.027367269,0,0,0.056125909,0.046753119,0,0.002290688,0.00185884,0.008833922,0,0.031731761,0,0,0.003640865,0,0.001143131,0.010204498,0,0,0,0,0.021121873,0,0,0,0,0,0,0.004721212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010778959,0,0,0,0.002844748,0,0,0.000822132,0.004277489,0,0,0,0,0,0,0,0,0,0,0,0.009604303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001284934,0,0.00352669,0,0,0,0,0,0,0,0,0.003995844,0,0,0.002679816,0,0,0.002138946,0.000803258,0,0.007168844,0,0,0,0,0,0.0014828,0,0,0,0.006086288,0,0,0,0,0,0,0,0,0,0,0,0
Clostridium_sensu_stricto_9,0,0,0,0.049975012,0,0.002875629,0,0,0,0,0,0,0,0,0.018244846,0,0.010207727,0,0,0,0,0.033459115,0.017667845,0,0,0.004325634,0,0,0,0.001143131,0.008163599,0,0,0,0,0,0,0.017013168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068815231,0,0,0,0.009245562,0,0,0,0,0,0,0,0,0.011510129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00548912,0.004932791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003876871,0,0.00756401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001339908,0,0.001537208,0,0,0.007724593,0,0,0.000975515,0,0,0.003869969,0,0,0,0.001750884,0,0,0,0,0,0,0,0,0,0,0,0,0
Coleofasciculus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002853963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005772339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004480528,0,0,0.006602076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012191983,0
Collinsella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011378992,0.002577154,0.018035679,0,0,0.000918164,0.002537298,0.007119211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001749598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Comamonas,0.033982782,0.097392057,0.00632018,0.524737631,0.946685497,5.121495327,0.592034446,3.687794178,0.983358548,0.401427297,0.086956522,0.498265913,1.008575664,0.413215585,0.574712644,0.035252644,0.224569999,1.230092842,0.637318832,0.012732366,0.135150613,0.014870718,0.022084806,0.014890218,0.848824603,1.064105892,0.023956604,0.149275468,0.112971141,0.164610935,0.197967264,0.514678192,0.564919939,0.252744908,0.529143273,0.45864639,0.401300417,2.060294668,0.393372735,0.33312038,0.180209092,0.113988387,0,0,0,0,0,0.008561888,0,0,0,0.007471887,0,0.091753641,0.016797312,0,0.03511236,0.027736686,0.036818851,0,0.016884762,0,0,0.106232295,0.101632902,0,0.034530387,0.005347451,0.102644608,0.00704672,0,0,0,0,0,0.003472222,0.003179954,0,0.016645167,0.019538882,0.004763946,0.022078304,0.083836351,0.010778959,0.026893287,0,0,0.004267122,0,0.027445599,0.004110659,0.023098442,0.019281445,0.001691532,0.014238422,0.010208099,0.028861695,0.014069315,0.042244001,0.023075503,0.003538445,0.00729714,0.007716049,0.009604303,0.022490104,0.003876871,0.001124126,0.003782005,0.010942715,0,0.003976301,0,0,0.003706037,0.535590171,0,0,0,0,0,0,0,0.005139737,0.020588841,0.012696084,0.042989755,0.001772845,0,0,0.000796261,0.001924743,0.015902775,0.007909793,0.001997922,0.006419859,0,0.005359631,0,0.003074416,0.005703856,0.019278192,0.037764675,0.011649372,0.021097856,0.05755536,0.008252595,0.104975856,0.005159959,0,0.017936415,0.145046086,0.009629863,0.214541664,0.046551664,0.008675069,0.006665284,0.003607243,0.03050501,0,0.157878757,1.123164366,0.031544694,0.041895345,0.063669245,0.044117949
Commensalibacter,0,0,0,0,0,0,0,0,0.002224793,0,0,0,0,0,0,0,0,0.004677159,0,0,0,0,0,0,0,0,0,0.003640865,0,0.001143131,0,0,0,0,0,0,0,0,0.001937797,0.002281646,0.003702927,0.00134104,0,0,0.004289636,0,0,0,0.003010779,0,0.006118079,0,0,0.034407616,0,0.02544853,0,0.036982249,0.031559015,0.00272487,0,0,0.086236633,0,0,0,0,0.080211759,0.012075836,0.021140159,0,0,0,0,0,0,0.006359907,0,0,0.019538882,0,0.029437739,0.003353454,0.028743892,0,0,0,0.005689496,0,0.0039208,0.000822132,0.001710996,0.001836328,0.000845766,0.002135763,0.0029166,0,0.004689772,0.0042244,0,0,0,0,0.009604303,0,0,0,0,0.005471357,0,0,0.003764635,0,0.014824149,0.118565763,0,0.001160537,0,0,0.00102328,0,0,0.003854802,0.001211108,0,0.00072864,0,0,0,0,0.000962371,0,0,0.003995844,0.000713318,0.003323639,0.004019723,0,0.004611624,0,0,0,0,0.001917987,0,0,0.003499195,0.007739938,0.020759193,0.002989403,0.001686582,0.001750884,0.003043144,0,0.002478591,0.008146459,0,0.012202004,0.019990466,0.003373478,0,0.004150618,0,0.002031997,0
Coprococcus_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147312446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coprococcus_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008867449,0.052627836,0.00386573,0.014114879,0,0.000855498,0,0,0.013526501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000962371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003499195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corallococcus,0,0,0,0,0,0,0.002392058,0,0,0.003303928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018204325,0.034918353,0.004572526,0.012245398,0.016139734,0,0.02297681,0.012117785,0,0.126993803,0,0.050382715,0.038787989,0.003702927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012724265,0,0,0,0,0,0,0,0,0,0.015993603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0039208,0,0.001710996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015128021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000705338,0.00218592,0.004432113,0,0,0.003981304,0.000962371,0.00920687,0,0.002996883,0.0121264,0.011632738,0,0.011283498,0.003074416,0,0,0.000858288,0.004480528,0,0.006828602,0.003301038,0,0.00128999,0,0,0,0.000875442,0,0,0,0,0,0,0,0,0,0,0,0,0
Corynebacterium,0.004531038,0.01082134,0,0,0,0.014378145,0.001196029,0,0,0.024779463,0,0,0.006927031,0.009141938,0.018244846,0,0.005103864,0.152007671,0,0,0,0,0,0,0,0,0,0.032767786,0,0,0,0,0,0.004923602,0.020196308,0.004526116,0.015239256,0,0,0.002281646,0.004937235,0,0,0,0,0,0,0,0,0,0,0,0,0.011469205,0.005599104,0,0,0,0.005259836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00354698,0.005689496,0.016751498,0.072142717,0.013154109,0.016254459,0.072534959,0.002537298,0.008543053,0,0.005772339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001160537,0,0,0,0,0,0,0.010899975,0.000705338,0.00072864,0.001772845,0,0,0.013536433,0,0,0.021092782,0.001997922,0,0,0.029477972,0,0.041504619,0.033510153,0.00401629,0.042056115,0.035844221,0.015343895,0.007804117,0,0,0,0,0,0.000843291,0.007003537,0.002282358,0,0.009914365,0.002221761,0.016833802,0,0,0.001349391,0,0,0.002793023,0,0.014363983
