genus,SRR30617128,SRR30617129,SRR30617130,SRR30617131,SRR30617132,SRR30617133,SRR30617134,SRR30617135,SRR30617136,SRR30617137,SRR30617138,SRR30617139,SRR30617140,SRR30617141,SRR30617142,SRR30617143,SRR30617144,SRR30617145,SRR30617146,SRR30617147,SRR30617148,SRR30617149,SRR30617150,SRR30617151,SRR30617152,SRR30617153,SRR30617154,SRR30617155,SRR30617156,SRR30617157,SRR30617158,SRR30617159,SRR30617160,SRR30617161,SRR30617162,SRR30617163,SRR30617164,SRR30617165,SRR30617166,SRR30617167,SRR30617168,SRR30617169,SRR30633102,SRR30633103,SRR30633104,SRR30633105,SRR30633106,SRR30633107,SRR30633108,SRR30633109,SRR30633120,SRR30633121,SRR30633190,SRR30633191,SRR30633192,SRR30633193,SRR30633194,SRR30633195,SRR30633196,SRR30633197,SRR30633208,SRR30633209,SRR30633243,SRR30633244,SRR30633245,SRR30633246,SRR30633247,SRR30633248,SRR30633249,SRR30633250,SRR30633251,SRR30633252,SRR30633253,SRR30633254,SRR30633255,SRR30633266,SRR30633267,SRR30633297,SRR30633298,SRR30633299,SRR30633300,SRR30633301,SRR30633302,SRR30633303,SRR30633312,SRR30633313,SRR30663788,SRR30663789,SRR30663790,SRR30663791,SRR30663792,SRR30663793,SRR30663794,SRR30663795,SRR30663806,SRR30663807,SRR30663808,SRR30663809,SRR30663810,SRR30663811,SRR30663812,SRR30663813,SRR30663814,SRR30663815,SRR30663826,SRR30663827,SRR30663829,SRR30663830,SRR30663831,SRR30663832,SRR30663833,SRR30663834,SRR30663835,SRR30663845,SRR30663846,SRR30663862,SRR30663863,SRR30663864,SRR30663865,SRR30663866,SRR30663869,SRR30663870,SRR30663874,SRR30663875,SRR30663876,SRR30663877,SRR30663878,SRR30663883,SRR30663884,SRR30663908,SRR30663909,SRR30663910,SRR30663911,SRR30663912,SRR30663918,SRR30663919,SRR30663920,SRR30663921,SRR30663922,SRR30663923,SRR30663924,SRR30663925,SRR30663926,SRR30663927,SRR30663936,SRR30663937,SRR30664010,SRR30664011,SRR30664012,SRR30664013,SRR30664014,SRR30664015,SRR30664016,SRR30664017,SRR30664028,SRR30664029,SRR30688664,SRR30688665,SRR30688666,SRR30688667,SRR30688668,SRR30688669,SRR30688670,SRR30688680,SRR30688681
Pantoea,0,0.208310789,0.164324689,0.324837581,0.326595463,0.040258807,0.007176175,0.703742631,0.011123965,0.008259821,0.005702067,0.030289721,0.008312437,0.032910976,0.602079912,0.010445228,0.336854999,0.46537733,0.145180738,0.135811901,0.190127133,0.016729557,0.121466431,0.113707123,1.216384166,1.522623064,0.107804719,0.152916333,0.063674643,0.072017284,0.346952937,0.03765938,0.242108545,0.475948204,0.266591267,0.36359796,0.144772935,0.134404029,0.110454413,0.155151958,0.074058531,0.649063284,0.066096974,0.940511033,0.060054907,0.5721475,0.01823439,0.105596621,0.219786837,2.676833225,0.05506271,0.317555199,0.012080213,1.158389724,0.274356103,0.636213259,0.702247191,0.43454142,0.305070482,0,0.092866188,0.013618412,0.022996436,0,0,0.06397441,0.149631676,2.943771557,0.024151673,0.119794236,0.253838534,0,0.013537906,7.927899186,0,0.059027778,0.006359907,0.244862536,0.320419458,0.338673961,1.162402935,0.066234913,0.050301811,0.197614257,0.91975043,0.505282499,0.015961409,0.002844748,0.001288577,1.206038032,0.146339458,0.381552044,0.751976348,0.143780236,0.211440572,0,0.034634034,0,0.038019601,0.013845302,0,0.200671337,0.173611111,0.749135613,0.058474271,0.062029929,0.010566784,0,0.186026153,0.024966296,0,0.003764635,0.003342916,0,0,0.001824518,0.001160537,0.002202676,0.826446281,0.004093118,0.321065368,0.026167246,0.070671378,0.28218823,0.090988602,0.202561898,0.004432113,0.001535792,0.000787991,0.260377268,0.084688673,0.108808464,0.104585043,0.022976105,0.220415151,0.003323639,0.020098617,0.064880113,0.150646396,0.168976728,0.826552497,0.627408571,0.173844472,0.320303809,0.48092869,0.004951557,0.005248793,0.015479876,0.011862396,0.257088621,0.215039255,0.05427741,0.07683939,0.020201665,0.764645376,0.327339515,0.103407643,0.010676754,0.044594117,0.732044665,0.002398216,1.869438172,0.032119765,1.064766524,1.694950034
Prevotella,0,0,0.040027809,0,0,0.005751258,0,0,0,0,0,0,0,0,0,0,0,0.011692898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011469205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003099526,0,0,0,0,0.010060362,0,0,0,0,0,0,0,0,0.003421991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001211108,0,0.00145728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prevotella_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017302535,0,0,0,0,0,0.034072772,0,0,0,0,0,0,0,0,0,0,0.004721212,0,0,0,0,0,0,0.004055808,0,0.003735944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.050301811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012247183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prevotella_7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009122423,0,0,0,0,0,0,0,0,0,0,0,0,0.018204325,0,0,0.006122699,0,0,0,0,0,0,0,0,0.020534818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019055786,0,0,0.007185973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004615101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015744408,0.00352669,0.027688317,0,0,0,0.003981304,0,0,0,0,0,0,0,0,0.010760457,0,0,0.000858288,0,0,0,0,0,0,0,0,0.003373165,0,0,0,0,0,0,0,0,0,0,0.002490371,0.000698256,0,0
Prevotella_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001828388,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040049516,0,0,0,0,0,0.001641201,0.006058892,0.033191515,0,0,0,0,0,0,0,0,0,0,0,0,0.003010779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010778959,0,0,0.092221473,0.549036342,0.032214419,0.100372476,0.002466395,0.005988485,0.011936133,0.032984878,0.060513295,0,0,0,0,0,0,0.018242849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008758868,0.000962371,0.001673976,0,0,0,0,0.002679816,0,0.006148832,0,0,0,0.004480528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002490371,0,0,0
Propionibacterium,0.086089715,0.611405692,0.324435924,0.707979344,0.767940683,0.198418404,0.119602918,2.326006489,0.200231378,1.088644398,0.098360656,0.139332717,0.12191574,0.250489094,0.638569604,0.190625408,0.663502271,1.426533524,1.756932995,0.210084034,0.373382201,0.505604402,0.344522968,0.058207218,0.906999498,1.773509819,0.03422372,0.429622078,0.343021465,0.094879914,0.555124699,0.301275039,0.342987106,0.254386109,0.238316436,0.339458677,0.26414711,0.210963286,0.257726964,0.168841836,0.155522915,0.08582655,0.01888485,0.0098655,0.008579272,0.050924123,0.026049129,0.042809441,0.108388029,0.040558079,0.036708474,0.115814249,0.259724571,0.172038078,0.39193729,0.419900751,0.702247191,0.157174556,0.184094256,0.00272487,0.143520473,0.558354896,0.178222376,0.601983003,0.609797412,0.199920032,0.069060773,0.09090666,0.012075836,0.035233599,0.068103021,0.00440044,0.009025271,0.007975754,0.007661074,0.003472222,0,0.018597155,0.258000083,0.195388824,0.223905483,0.28333824,0.046948357,0.725783271,0.349612737,0.066350227,0.00354698,0.002844748,0.005154307,0.032934719,0.005754923,0.023098442,0.021117773,0.011840725,0.019933791,0.0058332,0.051951051,0.009379543,0.0126732,0.009230201,0.003538445,0.00364857,0.015432099,0.115251633,0.058474271,0.046522447,0.011016435,0.07942211,0.038299502,0.029959555,0.015905205,0.003764635,0.003342916,0.059296594,0.004088475,0.001824518,0,0.00146845,0,0.00102328,0,0.000747636,0.062961773,0.89016459,0.082524546,0.675449207,0.023933412,0,0.000787991,0.021499041,0.02983351,0.044360374,0.053610821,0.012986494,0.01497967,0,0.076374745,0.008462623,0.021520914,0.065594342,0.02008145,0.072096197,0.065415703,0.047949672,0.035118525,0,0.078731892,0.003869969,0.004448399,0.001494701,0.072523043,0.084042441,0.042604018,0.030741665,0.092947169,0.097016915,0.069740038,0.024404008,0.015377282,0.056674426,0.002398216,0.097124452,0.030723253,0.065701242,0.205199762
Pseudomonas,0.043044857,0.443674927,0.259127394,1.007829419,0.847382823,0.253055356,0.301399354,1.677100946,0.133487586,0.479069614,0.051318603,0.090869164,0.065114088,0.224891668,0.346652071,0.069199634,0.306231817,0.689880966,1.491178425,0.371360665,0.501660749,0.442403852,0.38869258,0.231475215,2.483010286,3.356691755,0.328547716,0.451467269,0.234158365,0.38980784,0.857177844,0.38197371,1.170191302,1.417997407,1.159268086,0.75887873,0.574011988,0.238184355,0.356554597,0.276079219,0.334497698,0.435837949,0,0,0,0,0.005209826,0.005707925,0,0,0,0,0.024160425,0,0,0.050897061,0.105337079,0.009245562,0.021039344,0,0,0.013618412,0.057491089,0,0.006775527,0.023990404,0.005755064,0,0,0.021140159,0,0,0,0,0,0,0.050879257,0.003099526,0.012483875,0.016282402,0,0.01471887,0.006706908,0,0,0,0,0.005689496,0.00386573,0.061164478,0.044395117,0.03593091,0.067944139,0.014378024,0.047698715,0,0,0.004689772,0,0,0.00707689,0,0.003858025,0.019208605,0.026988125,0.003876871,0.00044965,0,0,0,0,0,0,0.003706037,0,0.003649036,0.009284297,0.005139576,1.652892562,0.029675109,4.691824695,0.011214534,0.008994539,0.024222166,0.014812098,0.019673278,0,0,0,0.018313997,0.011548455,0.010043858,0.031639173,0.002996883,0.009273129,0,1.539554079,0.01551481,0.001537208,0.039214009,0.085948608,0.087545382,0.011649372,0.029728797,0.111208663,0,0.020995171,0.00128999,0.013345196,0.005978805,0.016022533,0.003501768,0.019780437,0.004391666,0.04213605,0.060728145,0.040882091,0,0.001537728,0.055325035,0.003997026,0.081352105,0.005586046,0.099567862,0.134405844
Rickettsiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031830914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01797322,0,0,0,0,0,0.056039153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177349,0.004267122,0.015462921,0.023524799,0,0.000855498,0.008263476,0.005920363,0.012102659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002422217,0,0,0,0,0,0.01035139,0.010586084,0.003347953,0.009667525,0.006992728,0.007133176,0.026589115,0.046896774,0,0.009223249,0.000712982,0.001606516,0.027465218,0.009857161,0.016302888,0.011706175,0.004951557,0,0,0,0,0.048067598,0,0,0,0,0.001481174,0,0,0,0,0,0.006640988,0,0.00270933,0
Roseburia,0,0,0,0,0,0,0,0,0.026697517,0.034691248,0,0,0.004156218,0,0,0,0,0,0,0,0,0,0.022084806,0,0,0,0,0,0.002054021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089069856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026893287,0,0.008867449,0.102410924,0.005154307,0.036071359,0,0.013687966,0.011936133,0.001691532,0.030612608,0.0014583,0,0,0,0,0,0,0,0,0.017992083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002679816,0,0.007686041,0,0.000803258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roseomonas,0.070231083,0.070338708,0.037921082,0.358154256,0.397210698,0.422717469,0.258342304,0.022848787,0.941087479,0.262662305,0.076977904,0.080267761,0.037405966,0.241347156,0.346652071,0.013056535,0.224569999,0.222165057,0.46999188,0.123079535,0.20845264,0.252802201,0.125883392,0.006768281,0.288230161,0.397958301,0.029090162,0.189324984,0.115025162,0.090307388,0.263276052,0.03765938,0.348489573,0.413582577,0.294866098,0.170483691,0.220969217,0.028922386,0.036818138,0.235009583,0.090104546,0.250774451,0,0.0032885,0.012868909,0.011982147,0.005209826,0.03139359,0.015053893,0.004055808,0,0.026151605,0.04832085,0.068815231,0.145576708,1.08156254,0.245786517,0.055473373,0.110456554,0,0.021105952,0,0.045992871,0,0.088081848,0.319872051,0.040285451,0.04545333,0.144910035,0.112747516,0.160970778,0.01760176,0.013537906,0,0.042135907,0.368055556,0.260756193,0,0.079064542,0.026051843,0.109570768,0.209743892,0.033534541,0.017964932,0.037650602,0,0.340510056,0.051205462,0.112106179,0.227406391,0.130718954,0.087260781,0.068862303,0.061740925,0.085430534,0.107914194,0.126991457,0.046897716,0.274586009,0.083071811,0.035384452,0.127699942,0.054012346,0.336150595,0.188916877,0.034891835,0.177387082,0.003782005,0.065656289,0,0.15905205,0.04517562,1.698201511,0.070414706,0.118565763,0.001824518,0.002321074,0.000734225,0,0,0,0,0.044972695,0.180455134,0.021865478,0.138441585,0.000886423,0.001535792,0,0.040609299,0.015397941,0.022598681,0.77164427,0.223767282,0.022112847,0.089738263,0.111212349,0.245416079,0.694818071,0.165411818,0.33174556,0.192256525,0.315429145,0.159192911,0.069261535,0.264083054,0.111974246,0.068369453,1.724495848,0.545565969,0.050597472,0.039394894,0.00760786,0.015809999,0.090468578,0.19921794,0.03246519,0.013727255,0.047669573,0.019566171,0.002398216,0.171005446,0.007680813,0.098213197,0.05129994
Serratia,0.004531038,0,0,0.058304181,0.075028687,0.02875629,0.003588088,0.059406845,0.006674379,0,0,0.013630375,0.008312437,0,0.383141762,0.022196109,0.301127954,0.077173125,0.071360024,0,0.004581377,0.011153038,0.013250883,0.016243875,0.026443134,0.077861407,0.011978302,0.065535571,0.043134436,0.011431315,0.014286297,0.032279468,0.003668311,0.004923602,0.002019631,0.042243746,0.022858884,0.027221069,0.031004748,0.043351282,0.006171544,0.017433518,0,0.006577,0.368908717,0,0.002604913,0.002853963,0.02107545,0,0,0.003735944,0,0.011469205,0,0,0,0.036982249,0.005259836,0,0,0,0,0,0,0,0,0,0,0.01409344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005378657,0,0,0,0,0.00627328,0,0.005988485,0.00918164,0.003383064,0.004983448,0,0.005772339,0,0,0,0,0.00364857,0.003858025,0.009604303,0,0,0.00044965,0,0,0.004993259,0,0,0,0,0.008176949,0,0,0,0,0,0,0,0.012849341,0.003633325,0.020454802,0.008743679,0.000886423,0,0,0.008758868,0.006736599,0.007532894,0.028123709,0.012986494,0.015692988,0,0.01205917,0,0.001537208,0.049195756,0.02008145,0.043772691,0.041220854,0.016302888,0.019510292,0,0,0.002579979,0.0014828,0,0.008432912,0.009629863,0.009129433,0.009661666,0.016110843,0.022958201,0.026453118,0.013727255,0.010764097,0.002698782,0.000799405,0.03071457,0.001396512,0.014901313,0.062585927
Solibacillus,0,0,0.029494175,0.008329169,0.253773502,0,0.021528525,0,0.095666103,0.001651964,0,0,0,0,0,0,0,0.063141648,0,0.04456328,0,0,0,0,0,0,0,0,0,0,0.0020409,0.010759823,0,0,0,0,0,0.061247405,0,0,0,0.00134104,0,0,0,0,0,0,0.006021557,0,0,0.003735944,0,0,0,0,0,0,0,0,0,0.013618412,0,0,0,0,0,0,0,0.01409344,0.006191184,0,0,0,0,0,0,0,0.016645167,0.00325648,0,0.022078304,0.013413816,0,0,0,0.00354698,0,0,0.00548912,0.002466395,0.005132987,0.000918164,0.000845766,0,0,0.011544678,0.018759086,0.021122001,0.018460402,0.00707689,0.014594279,0,0.009604303,0.026988125,0,0.00044965,0.003782005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003633325,0.002116014,0,0,0,0,0,0,0.002510965,0.007030927,0.001997922,0,0.003323639,0,0,0,0,0.001606516,0,0,0.000958993,0.003902058,0.001650519,0,0,0,0,0,0,0,0,0,0.019255266,0,0,0,0.002024087,0,0.004150618,0.001396512,0,0.018467979
Staphylococcus,0.047575895,0.083865383,0.096909432,0.757954356,0.185364992,0.146657081,0.033488817,0.210208838,0.117914034,0.327088909,0.018531718,0.043920096,0.062343276,0.149927779,0.337529648,0.104452278,0.132700454,0.088866023,0.041831738,0.087004499,0.213034017,0.185883971,0.161219081,0.009475594,0.38871407,0.856475474,0.029090162,0.269424015,0.05545856,0.13031699,0.240826156,0.044832595,0.106381027,0.103395644,0.062608555,0.085996198,0.203190084,0.045935554,0.155023738,0.125490554,0.040732192,0.030843916,0.014163637,0.006577,0,0.04493305,0.046888432,0.06278718,0.060215572,0.060837119,0.012236158,0.022415661,0.471128292,0.401422181,0.442329227,1.692327268,0.983146067,0.600961538,0.362928677,0.013624349,0.506542845,0.381315539,0.471426929,0.531161473,0.738532421,0.391843263,0.132366483,0.056148231,0.012075836,0.035233599,0.037147103,0.00440044,0.022563177,0,0,0,0.003179954,0.012398103,0.237193625,0.136772177,0.123862608,0.125110392,0.057008719,0.459902271,0.763769363,0.025519318,0.047884227,0.019913235,0.021905805,0.659478534,0.167714885,1.074505308,0.209341401,0.081193545,0.150927277,0.0058332,0.346340337,0.393940815,0.371747212,0.179988924,0.293690952,0.182428488,0.030864198,0.989243181,4.084202951,0.19384353,0.038445109,0.113460157,0.186026153,0.024966296,0.019881506,0.00752927,0.006685833,0.022236223,0.004088475,0.001824518,0.004642148,0.000734225,0,0.003069839,0,0.008223992,0.734982332,0.752098245,0.706043336,0.791302954,0.091301534,0.000767896,0.004727946,0.054941992,0.076989703,0.046871338,0.109858239,0.04595221,0.03923247,0.014956377,0.148729767,0.004231312,0.036892995,0.11193817,0.028917289,0.109860872,0.14427299,0.05562162,0.081943225,0.013204153,0.078731892,0.046439628,0.035587189,0.240646907,0.513564339,0.210981546,0.433648045,0.076414995,0.257773482,0.399917054,0.015631388,0.039656514,0.036905476,0.337347772,0.170273317,1.747410015,0.091471504,0.207941045,0.424763507
Stenotrophomonas,0.027186226,0.400389568,0.282301388,1.349325337,2.083149439,0.20992092,0.049037197,0.338162044,0.304796654,0.401427297,0.125445474,0.077238789,0.166248736,0.053023239,0.802773217,0.045697872,0.944214771,2.719768013,0.501980856,0.042441219,0.107662353,0.072494749,0.083922261,0.024365812,1.094745749,1.098710961,0.032512534,0.396854293,0.13761939,0.208049932,0.459202416,0.303068343,0.651125254,0.239615303,0.745243769,0.636673607,0.739103932,0.600564837,0.467009011,0.600073013,0.157991533,0.118011506,0.042490912,0.006577,0,0.01797322,0.067727735,0.202631354,0.027097007,0.036502271,0,3.033586132,0.175163083,1.020759261,0.907054871,0.178139712,1.896067416,0.036982249,0.262991795,0.00817461,0.164626425,0.204276181,0.367942969,0.318696884,0.142286063,0.039984006,0.005755064,2.866233523,0.670208912,1.099288281,0.681030213,0.01320132,0.203068592,0.342957409,0.026813759,0.069444444,0.680510065,0.030995258,0.8489035,0.309365638,0.414463341,0.662349132,1.354795439,0.919804542,0.053786575,0.066350227,0.030149328,0.005689496,0.052831647,0.074495197,0.017264768,0.044485889,0.09089824,0.021989918,0.054106005,0.013124699,1.137150773,0.862917976,0.789962825,0.466125162,0.141537808,0.160537069,0.007716049,0.21129466,0.179920835,0.155074824,1.030149059,0.907681253,0.481479455,1.078543966,0.787307646,0.594812333,0.344320385,1.812252159,1.4963817,0,0.004642148,0.003671126,0,0.00102328,0.000790801,0,0.305814327,0.115055287,0.372418463,0.060477113,0.006204959,0,0,0.04220182,0.012510827,0.045197362,0.035154636,0.00899065,0.0363792,0.011632738,0.045556866,0.149506347,0.032281371,0.485540726,0.10121051,0.216288591,0.069000125,0.070965515,0.053653302,0.001650519,0.041990342,0.052889577,0.043001186,0.038862233,0.052284054,0.027138705,0.791978272,0.069388329,0.101622238,0.093313979,0.270543251,0.039656514,0.167612369,0.116722329,0.020784536,0.17432594,0.011172092,0.233002344,0.266759691
Streptococcus,0.002265519,0,0.027387448,0.166583375,0,0.031631919,0.002392058,0.004569757,0.031147103,0.009911785,0.012829651,0.012115888,0,0.018283875,0.082101806,0.001305653,0,0.014031477,0.113191762,0.008488244,0.016034818,0.050188672,0.019876325,0,0.10841685,0.038930703,0.003422372,0.003640865,0.016432166,0.004572526,0.020408996,0.003586608,0,0.003282401,0.010098154,0.007543526,0.025398761,0,0.038755935,0.022816464,0,0.006705199,0,0,0,0,0.002604913,0,0,0.004055808,0,0,0,0,0.011198208,0,0.070224719,0.17566568,0.005259836,0,0,0.013618412,0,0,0.35910292,0.023990404,0.023020258,0,0,0.00704672,0,0,0,0,0,0,0,0,0.016645167,0,0,0,0,0,0,0,0.008867449,0.001422374,0,0.014899039,0.217042792,0.029086927,0.041317382,0.014378024,0.035596056,0,0,0,0,0,0,0,0.003858025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000734225,0,0.00102328,0,0.000747636,0.078380983,1.150552871,0.086051236,1.033940048,0.034570484,0.001535792,0,0.002388782,0.00769897,0.011717835,0.00439433,0,0,0.00166182,0.004019723,0,0,0.00712982,0,0.002574864,0,0.001917987,0.000975515,0.001650519,0,0.00128999,0,0.001494701,0.005903038,0.029765031,0.012933363,0.003513333,0.043375345,0.030364073,0,0,0,0.010120433,0.003997026,0.07305087,0.016059882,0,0.099521885
Unassigned,0,0,0.004213454,0,0.030894165,0.037383178,0.008372204,0,0,0.018171606,0,0,0,0,0,0,0.107181136,0.004677159,0,0.02334267,0.004581377,0.016729557,0.024293286,0,0,0.060558872,0,0.032767786,0.006162062,0,0.016327197,0,0.011004934,0,0,0.001508705,0,0,0,0,0,0.00134104,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012724265,0,0,0.005259836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001288577,0,0,0,0,0,0.010678817,0.013124699,0,0,0,0.004615101,0,0,0,0.019208605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000705338,0,0,0,0,0,0,0,0.001757732,0,0,0,0,0.005641749,0.02459533,0,0.01204887,0,0.001792211,0.000958993,0,0.003301038,0,0,0,0,0,0,0.003043144,0,0,0.005924697,0,0.004575752,0,0.000674696,0,0.005810865,0,0,0
