Order,SRR30617128,SRR30617129,SRR30617130,SRR30617131,SRR30617132,SRR30617133,SRR30617134,SRR30617135,SRR30617136,SRR30617137,SRR30617138,SRR30617139,SRR30617140,SRR30617141,SRR30617142,SRR30617143,SRR30617144,SRR30617145,SRR30617146,SRR30617147,SRR30617148,SRR30617149,SRR30617150,SRR30617151,SRR30617152,SRR30617153,SRR30617154,SRR30617155,SRR30617156,SRR30617157,SRR30617158,SRR30617159,SRR30617160,SRR30617161,SRR30617162,SRR30617163,SRR30617164,SRR30617165,SRR30617166,SRR30617167,SRR30617168,SRR30617169,SRR30633102,SRR30633103,SRR30633104,SRR30633105,SRR30633106,SRR30633107,SRR30633108,SRR30633109,SRR30633120,SRR30633121,SRR30633190,SRR30633191,SRR30633192,SRR30633193,SRR30633194,SRR30633195,SRR30633196,SRR30633197,SRR30633208,SRR30633209,SRR30633243,SRR30633244,SRR30633245,SRR30633246,SRR30633247,SRR30633248,SRR30633249,SRR30633250,SRR30633251,SRR30633252,SRR30633253,SRR30633254,SRR30633255,SRR30633266,SRR30633267,SRR30633297,SRR30633298,SRR30633299,SRR30633300,SRR30633301,SRR30633302,SRR30633303,SRR30633312,SRR30633313,SRR30663788,SRR30663789,SRR30663790,SRR30663791,SRR30663792,SRR30663793,SRR30663794,SRR30663795,SRR30663806,SRR30663807,SRR30663808,SRR30663809,SRR30663810,SRR30663811,SRR30663812,SRR30663813,SRR30663814,SRR30663815,SRR30663826,SRR30663827,SRR30663829,SRR30663830,SRR30663831,SRR30663832,SRR30663833,SRR30663834,SRR30663835,SRR30663845,SRR30663846,SRR30663862,SRR30663863,SRR30663864,SRR30663865,SRR30663866,SRR30663869,SRR30663870,SRR30663874,SRR30663875,SRR30663876,SRR30663877,SRR30663878,SRR30663883,SRR30663884,SRR30663908,SRR30663909,SRR30663910,SRR30663911,SRR30663912,SRR30663918,SRR30663919,SRR30663920,SRR30663921,SRR30663922,SRR30663923,SRR30663924,SRR30663925,SRR30663926,SRR30663927,SRR30663936,SRR30663937,SRR30664010,SRR30664011,SRR30664012,SRR30664013,SRR30664014,SRR30664015,SRR30664016,SRR30664017,SRR30664028,SRR30664029,SRR30688664,SRR30688665,SRR30688666,SRR30688667,SRR30688668,SRR30688669,SRR30688670,SRR30688680,SRR30688681
SC-I-84,0,0,0.035814355,0.024987506,0.158884279,0,0,0.201069323,0,0.018171606,0,0,0,0.005485163,0.109469075,0,0.188842954,0.077173125,0.095966928,0.084882438,0.018325507,0.111530383,0.057420495,0.004060969,0.126927043,0.051907604,0.003422372,0,0.006162062,0.001143131,0.026531695,0.007173215,0.02934649,0.018053208,0.036353355,0.015087052,0,0,0,0.011408232,0.012343088,0.00268208,0,0,0,0.002995537,0,0,0.012043114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006191184,0,0,0,0,0,0,0,0.012483875,0,0.009527893,0.003679717,0,0,0,0,0.00532047,0.004267122,0.005154307,0.0039208,0,0.004277489,0.003672656,0,0.000711921,0.0029166,0,0,0,0,0,0,0,0,0,0.007753741,0,0,0,0.004993259,0,0,0,0,0,0,0,0,0,0,0,0,0.003854802,0.006055541,0.000705338,0.007286399,0.000886423,0,0,0,0.002887114,0.001673976,0.007909793,0.005993766,0.004993223,0.004985459,0.002679816,0.005641749,0.019983706,0.002138946,0.006426064,0.007724593,0.018818216,0.024933829,0.000975515,0.001650519,0,0,0,0.007473506,0,0,0.001521572,0,0,0,0,0.021353507,0.003075456,0,0,0,0,0,0
Selenomonadales,0.004531038,0.081160048,0.00632018,0.108279194,0.022067261,0,0.007176175,0.237627382,0,0.001651964,0,0.004543458,0,0,0.072979383,0,0.005103864,0.00233858,0,0.008488244,0.011453442,0.027882596,0,0.001353656,0,0,0,0.018204325,0.008216083,0,0,0.005379911,0.062361292,0.014770806,0.010098154,0,0.01269938,0.018714485,0,0,0.003702927,0,0,0,0,0,0,0.002853963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005755064,0,0,0.00704672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003592986,0,0.015311591,0.019508389,0.038404096,0.011597191,0.0078416,0.009865581,0.002566494,0.018363281,0.014378024,0.028476845,0,0.005772339,0,0.0042244,0,0,0,0,0,0.004498021,0,0.005845455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021843881,0.136855236,0.01410676,0.110024628,0.001772845,0,0,0,0.009623713,0.001673976,0,0,0,0,0.010719263,0,0,0,0.00401629,0.006008016,0.005376633,0.001917987,0.02341235,0,0,0,0,0,0,0.001750884,0,0.001756667,0.027264503,0.006665284,0,0,0,0.007421651,0.000799405,0.029884447,0.001396512,0.004741327,0.013337985
Solirubrobacterales,0.004531038,0.043285359,0.050561443,0.1332667,0.052961426,0.057512581,0.052625284,0.004569757,0,0.145372848,0.014255167,0.010601402,0.006927031,0.010970325,0.291917533,0,0.102077272,0.152007671,0.430620832,0.019098549,0.077883404,0.074353588,0.103798587,0.006768281,0.243276833,0.043256337,0.005133558,0.145634603,0.104755058,0.075446679,0.183680967,0.055592418,0.049522202,0.160837669,0.252453851,0.043752452,0.045717769,0.011909218,0.029066951,0.036506343,0.065418369,0.025479757,0,0,0,0,0,0.017123776,0.027097007,0.004055808,0,0.014943774,0,0.080284436,0.044792833,0.012724265,0.245786517,0.055473373,0,0,0.029548333,0,0,0,0,0,0.017265193,0,0,0,0,0,0,0,0,0.003472222,0,0,0.029129042,0.013025922,0.014291839,0.036797174,0.003353454,0.021557919,0.02151463,0.020415454,0.047884227,0.041248844,0.112106179,0.109782396,0.045217248,0.044485889,0.03856289,0.031293346,0.027053003,0.020416199,0.017317017,0.014069315,0.038019601,0.018460402,0.003538445,0.021891419,0.007716049,0.057625816,0.058474271,0,0.000674476,0.003782005,0,0.004993259,0,0,0,0,0,0.001824518,0,0.000734225,0,0,0,0,0.125923546,0.087199797,0.131898206,0.083793591,0.015069185,0.000767896,0,0.012740172,0.020209797,0.033479527,0.035154636,0.018980261,0.015692988,0.071458247,0.040197234,0.073342736,0.199837056,0.085557837,0.11727567,0.064371604,0.086922236,0.179331773,0.065359477,0.05446713,0.026243964,0,0.008896797,0.007473506,0.021925571,0.0166334,0.021302009,0.009661666,0.589904698,0.029623485,0.006012072,0.009151503,0.029216835,0.00607226,0,0.0141121,0.004189535,0.01693331,0.003077996
Sphingobacteriales,2.050294517,0.508602965,0.977521225,1.257704481,1.244593521,0.468727534,2.267671331,2.773842709,1.397170063,1.250536888,0.309337135,0.663344894,2.579626217,1.804618507,1.642036125,0.099229664,2.301842495,2.752508127,3.321932134,1.294457177,1.310273737,1.184080897,1.024734982,0.075804749,1.158209271,0.878103642,0.162562672,1.05585087,1.2673308,0.664159398,1.465365933,0.692215268,1.172025458,1.393379396,1.474330492,0.571799282,1.196281621,0.644799074,0.284856119,1.311946701,0.464100127,1.78224195,0.051933336,3.206287612,0.819320522,0.790821676,0.341243585,0.425240446,0.102366472,0.150064893,0.22636892,0.194269063,1.630828703,1.938295676,0.565509518,0.432625016,0.386235955,0.295857988,0.478645066,0.00544974,0.996200929,0.640065368,0.097734851,0,1.084084288,0.351859256,0.42587477,0.342236839,0.984180655,0.232541752,0.074294205,0.255225523,0.031588448,0.015951507,0.030644296,0.184027778,3.771424937,0.012398103,0.557613083,0.384264687,0.400171502,1.420370916,0.576794098,0.456309284,0.155981067,0.025519318,1.977441209,1.065358083,1.711229947,1.663203293,0.375714227,1.015475956,0.70698631,1.634865861,0.359520165,0.936228545,1.368044332,0.876987291,1.339134843,0.904559719,0.651073918,0.685931115,2.094907407,2.833269305,1.08402303,0.612545553,0.078463994,0.151280209,0.082070362,0.019973036,0.890691479,0.116703686,5.331951595,0.126005263,0.79316407,0.001824518,0.001160537,0.002202676,0,0,0,0.002990542,0.092515259,2.285361334,0.08816725,2.454059253,0.030138371,0,0,0.778743023,1.465691464,2.037229234,1.124069501,0.657316391,1.404522434,0.628167844,2.402454711,1.392101551,1.385024518,1.467316906,2.3302515,1.192162113,2.05476997,1.238060532,2.671934445,1.28575437,1.305199804,0.299277606,0.550118624,0.33780249,0.141672921,0.078789789,1.137375136,0.041281664,0.462257253,0.635423764,0.354712262,0.054909019,0.621242177,0.474985663,0.003997026,0.706435118,0.057256972,0.774190926,0.525311391
Sphingomonadales,30.75215224,5.732604696,23.43101523,10.99450275,13.14988084,21.17038102,13.9098194,5.501987844,61.07057044,10.11497671,40.49893086,33.54435172,35.34032502,21.09776388,20.37949279,0.160595378,24.81498494,6.700030402,8.715765644,10.08191155,20.0206162,30.0741677,9.463339223,1.853155373,6.388661184,6.003979583,2.830301682,17.27954562,18.17602958,19.84590587,16.33127883,21.19326435,8.427945195,8.325811163,7.51504625,10.02685495,9.407700904,8.10337201,2.490068792,11.31924797,19.26138958,15.1296115,2.709975922,49.43931073,39.33167467,29.45810742,28.41959936,15.86803276,7.52393569,16.32462687,17.86479046,24.80666492,25.27180478,42.29842872,29.54087346,10.07761802,34.5505618,8.052884615,20.70797391,0.501376059,25.79991558,7.136047937,15.95377716,6.055240793,17.92804391,13.29868053,30.45004604,27.61958236,48.10409371,41.54041294,24.17657256,59.66556656,2.761732852,5.343754985,13.28047192,32.57986111,43.95013833,5.749620308,18.99213516,16.04467891,13.87737602,18.56049455,24.25888665,15.31330842,9.43954389,2.827540448,29.29450573,15.86658132,17.5375298,17.931386,8.472068073,14.16875551,11.7423999,20.10893467,13.19189834,25.80461698,29.87185408,51.4045866,28.82730652,26.19531106,52.7865256,26.39740222,56.92515432,29.12985017,18.36092119,19.12072575,23.82742418,21.11493514,26.06554686,22.13511759,50.50697841,48.50355758,36.47121749,31.73479598,27.49499162,0.19704793,0.470017524,0.195303896,4.132231405,0.014325915,0.015816028,0.045605772,10.44137488,4.128668144,10.57654328,4.076740356,0.661271307,0.055288498,0.024427722,25.22315208,27.62294293,27.62646891,30.30593322,29.20462719,33.66217277,40.76942252,17.35448601,14.88011283,21.16274422,16.52193133,28.94540255,17.92706268,20.46884241,18.75407572,17.81777388,19.82933633,44.1161033,56.85242518,50.21797153,38.13730326,10.23586855,18.75897328,22.52915713,8.730632751,29.13831778,21.57034097,45.77952529,42.1869042,42.14912888,15.75549033,2.122420919,18.88697038,0.784141215,17.89308985,15.39203415
Spirochaetales,0,0,0,0,0,0,0,0.123383448,0,0.092509994,0,0,0,0,0,0,0,0.072495966,0.095966928,0,0.009162753,0.00185884,0,0,0,0.012976901,0,0,0,0,0,0,0.022009868,0.004923602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000224825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004019723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Streptomycetales,0,0.008116005,0.002106727,0.141595869,0.072821961,0,0,0,0.053395034,0.018171606,0,0,0.002770812,0,0.145958767,0.014362188,0.030623182,0.404574262,0.093506238,0.002122061,0,0.050188672,0,0.004060969,0.018510194,0,0,0.003640865,0.006162062,0.00800192,0.081635985,0.028692861,0,0.031182813,0,0,0.002539876,0,0.048444918,0.004563293,0.001234309,0.00268208,0,0,0.004289636,0,0.002604913,0,0,0,0,0,0,0,0.033594625,0,0,0,0.031559015,0,0.033769523,0,0,0,0,0.007996801,0,0,0,0,0,0,0,0,0,0,0,0,0.008322583,0,0.009527893,0,0,0.003592986,0,0,0.024828858,0.004267122,0.076026029,0.00627328,0.003288527,0.003421991,0.002754492,0.003383064,0.009966896,0.0043749,0.005772339,0.009379543,0.0084488,0.004615101,0,0,0.015432099,0,0.004498021,0,0.00044965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01541921,0.012111083,0.00705338,0.006557759,0.000886423,0,0,0,0.001924743,0.010880846,0.002636598,0.009989611,0.022112847,0,0.024118341,0,0.072248782,0.025667351,0.02409774,0.292676228,0.211480904,0.068088534,0.003902058,0.026408305,0,0,0,0.007473506,0,0.000875442,0.001521572,0.002635,0.002478591,0,0,0.003050501,0,0.002698782,0,0.021583212,0.002793023,0,0.012311986
Streptosporangiales,0,0.100097392,0.004213454,0.049975012,0.059581605,0,0,0.191929809,0.004449586,0.004955893,0,0,0,0,0.027367269,0,0.040830909,0.084188864,0.031988976,0,0,0,0,0,0,0,0,0,0.002054021,0.003429394,0,0,0,0,0,0,0,0,0,0,0,0.00268208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003353454,0,0,0,0,0,0.005154307,0.00156832,0,0,0.000918164,0.002537298,0,0,0,0,0,0,0.00707689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145728,0,0,0,0,0,0,0,0.000998961,0,0,0.004019723,0.007052186,0.010760457,0,0.01204887,0.007724593,0.005376633,0.003835974,0.004877573,0.001650519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001396512,0,0.003077996
Subgroup_10,0,0,0,0,0,0,0,0.018279029,0,0,0,0,0,0.005485163,0.018244846,0,0.025519318,0,0,0,0,0,0,0,0.089906656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001234309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000822132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subgroup_17,0,0,0,0.091620856,0.024273987,0,0,0.036558059,0,0,0,0,0,0,0.018244846,0,0,0.060803068,0.184551785,0,0.004581377,0,0,0,0,0,0,0,0,0,0.008163599,0.01434643,0,0,0.004039262,0,0,0,0,0.004563293,0.001234309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004110659,0.001710996,0,0.000845766,0.001423842,0.0072915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001284934,0,0.000705338,0,0.000886423,0,0,0.000796261,0,0.004184941,0,0.003995844,0.002853271,0,0,0,0.001537208,0.004990874,0,0.008582881,0.009857161,0,0.01073066,0,0,0.00128999,0,0,0,0,0.000760786,0,0,0,0,0.010676754,0,0,0,0,0,0,0
Subgroup_18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010207727,0,0.167326952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0072915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subgroup_3,0.004531038,0.048696029,0.077948891,0.233216725,0.253773502,0,0.016744409,0.804277293,0,0.236230879,0.00427655,0.00757243,0.036020559,0.023769038,0.310162379,0.013056535,0.484867044,0.647786534,0.871084426,0.3586283,0.542893139,0.180307452,0.249558304,0.023012156,0.473332099,0.224932953,0.005133558,0.112866817,0.065728664,0.046868391,0.146944773,0.048419203,0.183415565,0.177249676,0.306983883,0.205183911,0.066036777,0.03232502,0,0.079857625,0.039497883,0.032184956,0,0,0,0.002995537,0,0.019977739,0.012043114,0,0.012236158,0.003735944,0.024160425,0.02293841,0.027995521,0.012724265,0,0.055473373,0.010519672,0.00272487,0.025327142,0,0.034494653,0,0,0,0.028775322,0,0.006037918,0,0,0,0,0,0,0,0.006359907,0,0.066580667,0.013025922,0.071459197,0.011039152,0.006706908,0.089824662,0.06454389,0,0.156067109,0.078230567,0.052831647,0.565379337,0.061659884,0.229273426,0.014690625,0.173382049,0.053394084,0.412698876,0.005772339,0.023448858,0.038019601,0.004615101,0.010615336,0.00729714,0.015432099,0.067230119,0.044980209,0.100798635,0,0,0,0,0,0.003764635,0,0,0.004088475,0,0,0,0,0,0,0,0.007709605,0.078722039,0.005642704,0.039346556,0,0,0,0.060515818,0.012510827,0.038501456,0.010546391,0.009989611,0.009273129,0.016618197,0.028138064,0.128349788,0.244416091,0.046343828,0.088358382,0.050638995,0.088714447,0.313590855,2.427080285,0.089128031,0,0.007739938,0,0,0,0.018384284,0.016737293,0,0.008675069,0.00518411,0.028857947,0.015252505,0.007688641,0,0,0.004980741,0,0.003386662,0.011285987
Subgroup_4,0.002265519,0.021642679,0.012640361,0.158254206,0.134610292,0.06038821,0.151895706,0,0,0.085902138,0,0.009086916,0.005541625,0,0.164203612,0,0.153115909,0.086527443,0.346957356,0.394703336,0.487916619,0.267672919,0.364399293,0.017597531,0.312028982,0.021628169,0.044490837,0.225733634,0.090376913,0.115456281,0.204089963,0.057385722,0.293464903,0.344652148,0.302944622,0.156905344,0.035558265,0.025519752,0.017440171,0.061604454,0.065418369,0.091190709,0.004721212,0,0,0.002995537,0.010419651,0.017123776,0.003010779,0.012167424,0,0.026151605,0,0.034407616,0,0.139966917,0.105337079,0.055473373,0.042078687,0,0.050654285,0,0,0,0,0,0.011510129,0,0,0,0,0,0,0,0.003830537,0,0,0,0.020806458,0.039077765,0.023819732,0.077274065,0.010060362,0.010778959,0.037650602,0.005103864,0.021281878,0.019913235,0.023194382,0.030582239,0.007399186,0.028231429,0.024790429,0.016069556,0.010678817,0.107914194,0.011544678,0.004689772,0.016897601,0,0.00707689,0.00729714,0.007716049,0.115251633,0.017992083,0.003876871,0.001573776,0.003782005,0,0,0,0,0,0,0.004088475,0,0,0,0,0,0,0.000747636,0.001284934,0.185299568,0.00352669,0.270325411,0.002659268,0,0,0.009555129,0.008661342,0.019250728,0.031639173,0.007991689,0.022826164,0.028250935,0.087094008,0.10719323,0.230581218,0.063455396,0.037753127,0.049780707,0.065415703,0.172618819,0.030240952,0.067671283,0,0.027089783,0.0014828,0,0.025298736,0,0,0,0,0.001481174,0.012024144,0.027454509,0.026141379,0.00607226,0.00159881,0.010791606,0.002793023,0.010159986,0.014363983
Subgroup_6,0,0.073044043,0.05898835,0.274862569,0.238326419,0,0,0.520952337,0,0.14206892,0,0,0.005541625,0.016455488,0.337529648,0.005222614,0.336854999,0.41159,0.474913261,0.129445718,0.341312564,0.124542261,0.172261484,0.008121937,0.293518788,0.038930703,0.010267116,0.050972111,0.051350519,0.00800192,0.126535777,0.046625899,0.034848957,0.059083225,0.115118956,0.028665399,0.053337397,0.006805267,0.052320512,0.022816464,0.058012516,0.021456637,0,0,0,0,0,0,0.009032336,0.004055808,0,0.014943774,0,0,0.083986562,0,0,0.036982249,0.042078687,0.00272487,0.016884762,0,0.017247327,0,0,0,0,0,0.006037918,0,0,0,0,0,0,0,0.006359907,0,0.016645167,0.016282402,0.052403411,0,0.010060362,0.007185973,0.032271945,0,0.037243287,0.002844748,0.015462921,0.020388159,0.004110659,0.02395394,0.008263476,0.007611895,0.002847684,0.065623496,0.017317017,0,0.0126732,0.018460402,0.003538445,0.00729714,0,0,0.022490104,0.007753741,0.000674476,0,0,0,0.003976301,0,0,0.003706037,0,0,0,0,0,0,0,0,0.012849341,0.098099771,0.005642704,0.09399455,0.004432113,0,0,0.003185043,0.006736599,0.049382303,0.014061855,0.019979222,0.010699765,0.009970918,0.022778433,0.046544429,0.055339492,0.009981748,0.023294482,0.028323506,0.041220854,0.085350416,0.029265438,0.033010382,0,0.010319917,0,0,0,0.002626326,0,0,0,0,0.002404829,0.009151503,0,0,0.000799405,0.003320494,0,0,0.002051998
SubsectionI,0,0.01082134,0,0.116608362,0.110336305,0.008626887,0,0.100534662,0,0.004955893,0.002851033,0,0.009697843,0,0.118591498,0.002611307,0.117388863,0.15434625,0.184551785,0.776674306,1.05600733,0.397791698,0.602915194,0.023012156,0.431023085,0.056233238,0.059891511,0.072817301,0.071890726,0.100595572,0.132658476,0,0.254947635,0.213356091,0.365553177,0.069400441,0.09651529,0.022117119,0.042631528,0.132335493,0.076527149,0.08716759,0,0,0,0.002995537,0,0,0,0,0,0,0,0,0.022396417,0.063621326,0,0,0.005259836,0,0.067539046,0,0,0,0,0,0.10359116,0,0,0,0,0,0,0,0,0,0,0.003099526,0,0,0,0.003679717,0.003353454,0,0,0,0,0.00711187,0,0,0,0.001710996,0,0,0.001423842,0,0.040406373,0,0.0042244,0,0,0.021891419,0,0.009604303,0.008996042,0,0.001124126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075811115,0,0.087461912,0.005829119,0,0,0,0,0,0.000836988,0.021971648,0,0,0.009970918,0.013399078,0,0,0,0,0.008582881,0.006272739,0,0.008779631,0.024757786,0,0,0,0,0,0,0.006086288,0,0,0,0,0,0.024603651,0.001349391,0,0,0.002094767,0.018287975,0.014363983
SubsectionII,0,0.027053349,0.008426907,0,0.015447083,0.002875629,0.001196029,0,0,0.062774639,0.001425517,0.001514486,0.006927031,0,0,0,0.010207727,0,0,0.021220609,0.01374413,0.016729557,0.004416961,0,0.047597641,0.03460507,0,0,0,0.00800192,0,0,0.007336623,0.008206004,0.028274831,0.009052231,0,0,0,0.006844939,0.003702927,0.00268208,0.004721212,0,0,0,0,0.011415851,0,0.004055808,0,0.007471887,0.042280744,0.034407616,0.123180291,0.178139712,0.280898876,0,0.036818851,0.00272487,0.029548333,0.054473648,0,0,0.013551054,0.015993603,0.063305709,0,0.012075836,0,0,0,0.013537906,0,0,0,0,0,0.004161292,0.039077765,0,0.003679717,0.006706908,0.068266743,0.134466437,0,0,0,0,0.00862576,0,0.029942425,0.000918164,0.014378024,0.001423842,0,0.011544678,0.02813863,0,0.009230201,0.00707689,0,0.023148148,0.009604303,0.013494063,0,0.00044965,0.022692031,0.010942715,0,0.003976301,0,0,0,0,0,0,0,0,0,0,0.000747636,0.010279473,0.059344306,0.01763345,0.047361595,0.001772845,0,0,0.037424256,0.020209797,0.029294586,0.022850514,0.100895069,0.0121264,0.013294558,0.021438525,0,0.016909289,0.021389459,0.000803258,0.089261958,0.012545477,0.015343895,0.001951029,0.001650519,0.017495976,0.00128999,0,0.019431117,0,0.005252653,0.005325502,0.001756667,0.003717887,0.005924697,0,0.073212025,0.103027787,0.022939648,0.00159881,0.025733829,0.027231975,0.025738631,0.001025999
SubsectionIII,0,0.15961476,0.06530853,0.099950025,0.028687439,0,0.017940438,0.242197139,0,0.715300492,0.001425517,0.010601402,0.015239467,0.016455488,0.556467798,0.036558297,0.581840453,0.970510512,0.255911809,1.935319582,1.974573359,1.152480622,2.06934629,0.062268186,1.427929238,0.393632667,0.109515905,0.466030729,0.490910958,0.307502372,0.510224907,0.141671,0.76667706,0.44312419,1.167346609,0.440541927,0.243828101,0.045935554,0.09495204,0.374190016,0.230815755,0.244069251,0,0,0,0,0.002604913,0.025685665,0,0,0,0.014943774,0,0.045876821,0.016797312,0.127242652,0.105337079,0,0.021039344,0,0.016884762,0,0,0,0,0,0.063305709,0,0,0,0.012382368,0,0,0,0,0,0,0,0.062419375,0.026051843,0.085751036,0.022078304,0.01676727,0,0,0,0.092221473,0.069696323,0.163649249,0.098804156,0.027952481,0.216440958,0.007345312,0.061740925,0.070480191,0.17062109,0.005772339,0,0,0,0.003538445,0.025539988,0.007716049,0,0.004498021,0.019384353,0,0,0,0,0,0,0,0,0,0,0,0,0.826446281,0,0.000790801,0,0,0,0.00352669,0,0.000886423,0,0,0.000796261,0.042344336,0.062774114,0.010546391,0.012986494,0.020686212,0.003323639,0.326937507,0.410437236,1.215931625,0.326545745,0.520511193,0.171657612,0.480312562,0.818980398,0.122914838,0.353211085,0.010497586,0,0,0,0,0.002626326,0.002282358,0.004391666,0.006196478,0.002962349,0,0.007626253,0,0.015517998,0,0.007471112,0.001396512,0.012869315,0.00820799
SubsectionIV,0,0.021642679,0.004213454,0.008329169,0.017653809,0,0,0,0.002224793,0.018171606,0,0,0.001385406,0,0.045612115,0.023501763,0.188842954,0.388204205,0.012303452,0.479585774,0.62535792,0.462851088,0.631625442,0.006768281,0.460110532,0.168699715,0.035934906,0.069176436,0.053404539,0.041152734,0.028572595,0.007173215,0.095376094,0.052518422,0.119158218,0.084487493,0.030478513,0.001701317,0.063947292,0.100392443,0.06418406,0.160924781,0,0,0,0,0,0.002853963,0,0.024334848,0,0,0,0,0,0.02544853,0.070224719,0,0.073637703,0,0,0,0,0,0,0.015993603,0.454650092,0,0,0,0,0,0,0,0,0,0,0,0.016645167,0.218184187,0,0,0,0,0.005378657,0,0.00177349,0.011378992,0.007731461,0.00627328,0.003288527,0.000855498,0.001836328,0.010149193,0.014238422,0.142913392,0,0.009379543,0,0.004615101,0,0.00364857,0,0,0,0,0.000224825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000790801,0,0.131063283,0.006055541,0.229940187,0,0,0,0,0.003185043,0.001924743,0,0,0.001997922,0.000713318,0.00166182,0.064315575,0.022566996,0.209060305,0.038501027,0.292385917,0.127026633,0.176532789,0.163987878,0.040971613,0.310297589,0.005248793,0,0,0,0.000843291,0.001750884,0.010651005,0,0,0.009627633,0,0,0,0,0.000799405,0.000830124,0,0,0.001025999
SubsectionV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201218811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Syntrophobacterales,0,0.054106698,0,0,0,0,0,0,0,0,0,0,0,0,0.072979383,0,0.096973409,0.04911017,0,0.004244122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001410676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001716576,0.002688317,0.00287698,0,0.001650519,0,0,0,0,0,0,0,0,0,0.000740587,0,0,0,0,0,0,0,0,0
